#      distance             U_x             U_y             U_z
    0.017468105     0.079038237   3.3584879e-17               0
    0.029606807      0.13292175   3.7784476e-17               0
    0.042184752      0.18804943   4.0938718e-17               0
    0.055217834      0.24441377    3.449003e-17               0
    0.068722522      0.30200306    3.400094e-17               0
    0.082715881      0.36080147   3.2305434e-17               0
    0.097215595       0.4207893   3.2063736e-17               0
     0.11223999      0.48193984   3.2672557e-17               0
     0.12780804      0.54422057    3.354202e-17               0
     0.14393943      0.60759478   3.9088391e-17               0
     0.16065453      0.67201522   4.7156742e-17               0
     0.17797448      0.73742566   5.2596121e-17               0
     0.19592116      0.80376446   5.7205926e-17               0
     0.21451724       0.8709601   6.1384113e-17               0
     0.23378623      0.93892937   6.6624929e-17               0
     0.25375247       1.0075775   7.0737534e-17               0
      0.2744412       1.0767993    7.772498e-17               0
     0.29587856       1.1464786   8.2561168e-17               0
     0.31809163       1.2164802   8.6949121e-17               0
     0.34110849       1.2866498   9.5368957e-17               0
     0.36495823       1.3568155   1.0084227e-16               0
     0.38967097       1.4267901   1.2725589e-16               0
     0.41527795       1.4963671   1.4649031e-16               0
     0.44181153        1.565317    1.367571e-16               0
     0.46930524       1.6333952   1.2352323e-16               0
     0.49779381       1.7003236   9.7292474e-17               0
     0.52731325        1.765784   7.0825584e-17               0
     0.55790087       1.8294257   5.6981377e-17               0
      0.5895953       1.8908757   5.6098244e-17               0
     0.62243661       1.9497356   5.4819625e-17               0
     0.65646629        2.005565   4.5814934e-17               0
     0.69172735       2.0578647   3.8547603e-17               0
     0.72826434       2.1060885   3.2156279e-17               0
     0.76612343        2.149656   2.6334519e-17               0
     0.80535246       2.1879355   2.1251091e-17               0
     0.84600101       2.2202259   1.7024766e-17               0
     0.88812045       2.2457554   1.2880172e-17               0
     0.93176398       2.2636962   8.3603041e-18               0
     0.97698677       2.2731547   3.1187406e-18               0
