#      distance             U_x             U_y             U_z
    0.017468105     0.078089456   3.1293144e-17               0
    0.029606807      0.13131356   4.0816432e-17               0
    0.042184752      0.18575801   4.0435832e-17               0
    0.055217834      0.24141555   2.8713926e-17               0
    0.068722522      0.29827509   3.1941171e-17               0
    0.082715881      0.35632102   2.4922071e-17               0
    0.097215595      0.41553222   2.6978967e-17               0
     0.11223999      0.47588245   2.6648683e-17               0
     0.12780804      0.53733979   2.8269868e-17               0
     0.14393943      0.59986471   2.8040793e-17               0
     0.16065453      0.66341196   2.8892634e-17               0
     0.17797448      0.72792847   3.1795694e-17               0
     0.19592116      0.79335141   3.5428624e-17               0
     0.21451724      0.85960883   3.9016927e-17               0
     0.23378623       0.9266181   4.3110093e-17               0
     0.25375247      0.99428504   4.5883772e-17               0
      0.2744412       1.0625032   4.9237622e-17               0
     0.29587856        1.131152   5.7562237e-17               0
     0.31809163       1.2000989    7.641755e-17               0
     0.34110849       1.2691969    9.181947e-17               0
     0.36495823       1.3382825   9.7057855e-17               0
     0.38967097       1.4071724   1.1563692e-16               0
     0.41527795       1.4756602   1.4256918e-16               0
     0.44181153       1.5435176   1.4778579e-16               0
     0.46930524       1.6104907   1.3059013e-16               0
     0.49779381       1.6763043   1.1181614e-16               0
     0.52731325       1.7406589   8.7894094e-17               0
     0.55790087       1.8032256   8.2271205e-17               0
      0.5895953       1.8636396    9.171375e-17               0
     0.62243661       1.9214964   7.9913327e-17               0
     0.65646629       1.9763531   6.9401125e-17               0
     0.69172735       2.0277296   6.0431082e-17               0
     0.72826434       2.0751018   5.0627698e-17               0
     0.76612343       2.1178938   4.1025759e-17               0
     0.80535246        2.155477   3.2200098e-17               0
     0.84600101       2.1871676   2.3647263e-17               0
     0.88812045       2.2122223   1.5929299e-17               0
     0.93176398       2.2298292   9.2153489e-18               0
     0.97698677        2.239108   3.0942595e-18               0
