# Residuals     
# Time          	p               	sigmaxx         	sigmaxy         	sigmayy         	sigmazz         
6.775           	1.00677178e-01	4.54088221e-04	7.92057564e-04	4.22505078e-04	0.00000000e+00
6.78            	2.02155819e-01	4.53971399e-04	7.91679193e-04	4.38678309e-04	0.00000000e+00
6.785           	6.12906394e-02	4.53877808e-04	7.91342731e-04	4.09123161e-04	0.00000000e+00
6.79            	8.11634565e-02	4.53773609e-04	7.90988398e-04	4.06958622e-04	0.00000000e+00
6.795           	1.25276569e-01	4.53675515e-04	7.90643883e-04	4.19832527e-04	0.00000000e+00
6.8             	7.75371455e-02	4.53533699e-04	7.90226580e-04	4.17856903e-04	0.00000000e+00
6.805           	9.55969405e-02	4.53425299e-04	7.89868818e-04	4.31323300e-04	0.00000000e+00
6.81            	1.71379763e-01	4.53271891e-04	7.89434232e-04	4.25544337e-04	0.00000000e+00
6.815           	1.35362982e-01	4.53141186e-04	7.89037425e-04	4.35072560e-04	0.00000000e+00
6.82            	1.90269470e-01	4.53004118e-04	7.88629410e-04	3.95536777e-04	0.00000000e+00
6.825           	1.42416943e-01	4.52857048e-04	7.88206470e-04	4.28077552e-04	0.00000000e+00
6.83            	1.20483284e-01	4.52688839e-04	7.87749890e-04	4.14249209e-04	0.00000000e+00
6.835           	7.10090800e-02	4.52537123e-04	7.87320132e-04	4.15698111e-04	0.00000000e+00
6.84            	9.97101505e-02	4.52373556e-04	7.86873704e-04	3.73226731e-04	0.00000000e+00
6.845           	1.17550874e-01	4.52197281e-04	7.86404354e-04	3.73232509e-04	0.00000000e+00
6.85            	8.78944631e-02	4.52021443e-04	7.85936749e-04	3.86463034e-04	0.00000000e+00
6.855           	1.02953004e-01	4.51833576e-04	7.85450583e-04	3.80594832e-04	0.00000000e+00
6.86            	2.13450978e-01	4.51627365e-04	7.84931336e-04	3.96217051e-04	0.00000000e+00
6.865           	2.60115360e-01	4.51457308e-04	7.84472452e-04	4.05898866e-04	0.00000000e+00
6.87            	1.85090079e-01	4.51249204e-04	7.83949660e-04	3.80409746e-04	0.00000000e+00
6.875           	1.70982928e-01	4.51053055e-04	7.83449939e-04	3.88586557e-04	0.00000000e+00
6.88            	9.82943799e-02	4.50824550e-04	7.82896017e-04	3.82690662e-04	0.00000000e+00
6.885           	2.11676783e-01	4.50603846e-04	7.82355704e-04	3.95052741e-04	0.00000000e+00
6.89            	6.84774076e-02	4.50387478e-04	7.81823118e-04	3.83020168e-04	0.00000000e+00
6.895           	8.57130679e-02	4.50144876e-04	7.81246992e-04	3.66905914e-04	0.00000000e+00
6.9             	7.72300277e-02	4.49907395e-04	7.80677069e-04	3.89905617e-04	0.00000000e+00
6.905           	6.83158812e-02	4.49659575e-04	7.80090274e-04	3.72354065e-04	0.00000000e+00
6.91            	1.20246095e-01	4.49423198e-04	7.79524982e-04	3.90325508e-04	0.00000000e+00
6.915           	2.23761992e-01	4.49176338e-04	7.78939817e-04	3.88104507e-04	0.00000000e+00
6.92            	1.05597230e-01	4.48886175e-04	7.78284377e-04	3.65979474e-04	0.00000000e+00
6.925           	1.55133290e-01	4.48609947e-04	7.77651885e-04	3.79736790e-04	0.00000000e+00
6.93            	1.82867296e-01	4.48348913e-04	7.77046148e-04	3.67891938e-04	0.00000000e+00
6.935           	2.45930969e-01	4.48074784e-04	7.76417496e-04	3.62390679e-04	0.00000000e+00
6.94            	6.61810126e-02	4.47792074e-04	7.75771851e-04	3.57106183e-04	0.00000000e+00
6.945           	2.15725476e-01	4.47517689e-04	7.75143075e-04	3.69394560e-04	0.00000000e+00
6.95            	2.19809938e-01	4.47213509e-04	7.74462545e-04	3.74024882e-04	0.00000000e+00
6.955           	1.98535494e-01	4.46928437e-04	7.73814468e-04	3.67564290e-04	0.00000000e+00
6.96            	1.28191776e-01	4.46599275e-04	7.73092536e-04	3.48264163e-04	0.00000000e+00
6.965           	2.75350233e-01	4.46294591e-04	7.72413386e-04	3.75753012e-04	0.00000000e+00
6.97            	7.39113043e-02	4.45993888e-04	7.71739049e-04	3.41403443e-04	0.00000000e+00
6.975           	9.32420541e-02	4.45644492e-04	7.70984804e-04	3.67760175e-04	0.00000000e+00
6.98            	5.64443066e-02	4.45307617e-04	7.70250693e-04	3.55250102e-04	0.00000000e+00
6.985           	8.12940964e-02	4.44989197e-04	7.69544401e-04	3.42838662e-04	0.00000000e+00
6.99            	1.51658221e-01	4.44651925e-04	7.68812239e-04	3.55663855e-04	0.00000000e+00
6.995           	1.08910065e-01	4.44326109e-04	7.68094133e-04	3.33643814e-04	0.00000000e+00
7               	1.33298789e-01	4.43953961e-04	7.67298989e-04	3.40917050e-04	0.00000000e+00
7.005           	3.93602281e-01	4.43605491e-04	7.66542956e-04	3.24628745e-04	0.00000000e+00
7.01            	1.91235070e-01	4.43243347e-04	7.65766474e-04	3.18725697e-04	0.00000000e+00
7.015           	1.22256898e-01	4.42895473e-04	7.65012369e-04	3.10713931e-04	0.00000000e+00
7.02            	1.55980091e-01	4.42512213e-04	7.64201444e-04	3.12603806e-04	0.00000000e+00
7.025           	2.24675359e-01	4.42135571e-04	7.63397655e-04	3.24443535e-04	0.00000000e+00
7.03            	2.24621252e-01	4.41767815e-04	7.62607989e-04	3.28617104e-04	0.00000000e+00
7.035           	8.11263716e-02	4.41385390e-04	7.61794339e-04	3.10326397e-04	0.00000000e+00
7.04            	2.46717079e-01	4.40990622e-04	7.60961768e-04	3.17139271e-04	0.00000000e+00
7.045           	2.36733608e-01	4.40577493e-04	7.60095688e-04	3.19044233e-04	0.00000000e+00
7.05            	6.51310545e-02	4.40188123e-04	7.59269187e-04	2.99522785e-04	0.00000000e+00
7.055           	1.06510997e-01	4.39766350e-04	7.58391310e-04	2.96133190e-04	0.00000000e+00
7.06            	1.78729207e-01	4.39337684e-04	7.57496614e-04	3.15549211e-04	0.00000000e+00
7.065           	1.01533110e-01	4.38928358e-04	7.56634399e-04	2.90029452e-04	0.00000000e+00
7.07            	1.48246499e-01	4.38504340e-04	7.55752580e-04	3.22972182e-04	0.00000000e+00
7.075           	9.17550170e-02	4.38064582e-04	7.54838394e-04	3.18475034e-04	0.00000000e+00
7.08            	1.18443637e-01	4.37652159e-04	7.53972892e-04	3.01918728e-04	0.00000000e+00
7.085           	2.85585630e-01	4.37205989e-04	7.53050528e-04	3.17016717e-04	0.00000000e+00
7.09            	6.97308362e-02	4.36773801e-04	7.52148945e-04	3.16235280e-04	0.00000000e+00
7.095           	2.61004984e-01	4.36318220e-04	7.51207367e-04	3.20472803e-04	0.00000000e+00
7.1             	9.47192865e-02	4.35876209e-04	7.50287486e-04	3.05748378e-04	0.00000000e+00
7.105           	2.52735253e-01	4.35402680e-04	7.49318152e-04	3.35249685e-04	0.00000000e+00
7.11            	7.42891262e-02	4.34937089e-04	7.48355698e-04	3.05368172e-04	0.00000000e+00
7.115           	1.12872902e-01	4.34449060e-04	7.47360392e-04	3.18658150e-04	0.00000000e+00
7.12            	1.56191945e-01	4.33997958e-04	7.46425336e-04	3.00878930e-04	0.00000000e+00
7.125           	6.83923097e-02	4.33515511e-04	7.45433535e-04	3.20488065e-04	0.00000000e+00
7.13            	2.90522551e-01	4.33041358e-04	7.44460087e-04	3.22124982e-04	0.00000000e+00
7.135           	9.88247843e-02	4.32526145e-04	7.43415621e-04	2.98585382e-04	0.00000000e+00
7.14            	1.33525728e-01	4.32042530e-04	7.42422537e-04	3.10757994e-04	0.00000000e+00
7.145           	9.52136598e-02	4.31546605e-04	7.41405943e-04	3.22247909e-04	0.00000000e+00
7.15            	8.34078371e-02	4.31039961e-04	7.40374346e-04	3.14012601e-04	0.00000000e+00
7.155           	3.46344058e-01	4.30531016e-04	7.39340028e-04	3.13699270e-04	0.00000000e+00
7.16            	1.19019412e-01	4.30016974e-04	7.38292122e-04	3.22584807e-04	0.00000000e+00
7.165           	9.13559548e-02	4.29503190e-04	7.37245625e-04	3.25312860e-04	0.00000000e+00
7.17            	9.14580398e-02	4.28992299e-04	7.36203793e-04	3.25315425e-04	0.00000000e+00
7.175           	2.16641595e-01	4.28468627e-04	7.35139370e-04	3.18931683e-04	0.00000000e+00
7.18            	1.01010145e-01	4.27922874e-04	7.34038270e-04	3.27687462e-04	0.00000000e+00
7.185           	1.87508375e-01	4.27384707e-04	7.32943939e-04	3.44239138e-04	0.00000000e+00
7.19            	1.31307654e-01	4.26843111e-04	7.31848237e-04	3.20507337e-04	0.00000000e+00
7.195           	1.25927734e-01	4.26292595e-04	7.30737846e-04	3.24597222e-04	0.00000000e+00
7.2             	3.15355886e-01	4.25728768e-04	7.29750091e-04	3.20704129e-04	0.00000000e+00
7.205           	7.77876041e-02	4.25179981e-04	7.28539851e-04	3.35413115e-04	0.00000000e+00
7.21            	2.33954358e-01	4.24610521e-04	7.27507191e-04	3.37106904e-04	0.00000000e+00
7.215           	1.38658746e-01	4.24053168e-04	7.26267514e-04	3.43906414e-04	0.00000000e+00
7.22            	2.16257205e-01	4.23486638e-04	7.25089236e-04	3.27679150e-04	0.00000000e+00
7.225           	6.17005785e-02	4.22932243e-04	7.23950490e-04	3.42214527e-04	0.00000000e+00
7.23            	1.39912488e-01	4.22360035e-04	7.22790859e-04	3.48433061e-04	0.00000000e+00
7.235           	2.47536001e-01	4.21763993e-04	7.21594974e-04	3.24101422e-04	0.00000000e+00
7.24            	1.17373030e-01	4.21182660e-04	7.20423663e-04	3.40960636e-04	0.00000000e+00
7.245           	1.97394455e-01	4.20581000e-04	7.19214005e-04	3.44297655e-04	0.00000000e+00
7.25            	1.55845485e-01	4.19966167e-04	7.18132693e-04	3.42532137e-04	0.00000000e+00
7.255           	8.31731006e-02	4.19370308e-04	7.16837465e-04	3.48539926e-04	0.00000000e+00
7.26            	1.58998243e-01	4.18765702e-04	7.15706754e-04	3.35827791e-04	0.00000000e+00
7.265           	1.01705306e-01	4.18140954e-04	7.14518452e-04	3.42705211e-04	0.00000000e+00
7.27            	6.68723654e-02	4.17552084e-04	7.13197173e-04	3.40479925e-04	0.00000000e+00
7.275           	1.03148543e-01	4.16915092e-04	7.12028296e-04	3.29460559e-04	0.00000000e+00
7.28            	1.26452353e-01	4.16285765e-04	7.10801383e-04	3.22583717e-04	0.00000000e+00
7.285           	1.24645068e-01	4.15671736e-04	7.09538064e-04	3.34178018e-04	0.00000000e+00
7.29            	2.94872520e-01	4.15039496e-04	7.08270206e-04	3.44809043e-04	0.00000000e+00
7.295           	1.32541975e-01	4.14407215e-04	7.06996110e-04	3.30091051e-04	0.00000000e+00
7.3             	1.65587930e-01	4.13763872e-04	7.05712065e-04	3.32803692e-04	0.00000000e+00
7.305           	8.34677573e-02	4.13118086e-04	7.04419270e-04	3.25048149e-04	0.00000000e+00
7.31            	9.53082451e-02	4.12468654e-04	7.03118221e-04	3.33681110e-04	0.00000000e+00
7.315           	2.36008424e-01	4.11835095e-04	7.01726191e-04	3.23550174e-04	0.00000000e+00
7.32            	1.33604969e-01	4.11153034e-04	7.00478207e-04	3.19519565e-04	0.00000000e+00
7.325           	1.46002449e-01	4.10514161e-04	6.99155187e-04	3.38599598e-04	0.00000000e+00
7.33            	1.01527433e-01	4.09836439e-04	6.97829454e-04	3.36641764e-04	0.00000000e+00
7.335           	8.93222474e-02	4.09165787e-04	6.96493900e-04	3.45709274e-04	0.00000000e+00
7.34            	7.69123967e-02	4.08487892e-04	6.95142878e-04	3.33180871e-04	0.00000000e+00
7.345           	1.08275015e-01	4.07823525e-04	6.93777588e-04	3.26333906e-04	0.00000000e+00
7.35            	2.64832453e-01	4.07145662e-04	6.92410571e-04	3.36378458e-04	0.00000000e+00
7.355           	8.87670759e-02	4.06464713e-04	6.91040119e-04	3.44236687e-04	0.00000000e+00
7.36            	1.18010695e-01	4.05771772e-04	6.89657765e-04	3.63833851e-04	0.00000000e+00
7.365           	7.60842703e-02	4.05044842e-04	6.88366853e-04	3.34720250e-04	0.00000000e+00
7.37            	9.19530777e-02	4.04355610e-04	6.86916721e-04	3.42184535e-04	0.00000000e+00
7.375           	2.88395458e-01	4.03635773e-04	6.85581113e-04	3.57323859e-04	0.00000000e+00
7.38            	5.05650028e-02	4.02959049e-04	6.84095940e-04	3.65050418e-04	0.00000000e+00
7.385           	8.81380771e-02	4.02238715e-04	6.82659699e-04	3.34133958e-04	0.00000000e+00
7.39            	1.01970988e-01	4.01536272e-04	6.81217646e-04	3.45346207e-04	0.00000000e+00
7.395           	5.73938375e-02	4.00794186e-04	6.79874839e-04	3.41266059e-04	0.00000000e+00
7.4             	1.14023944e-01	4.00075241e-04	6.78379408e-04	3.45416702e-04	0.00000000e+00
7.405           	7.09367727e-02	3.99366281e-04	6.76895450e-04	3.29370199e-04	0.00000000e+00
7.41            	8.64348922e-02	3.98629676e-04	6.75440964e-04	3.15233531e-04	0.00000000e+00
7.415           	7.53915976e-02	3.97894153e-04	6.73975880e-04	3.16280355e-04	0.00000000e+00
7.42            	1.99298125e-01	3.97150778e-04	6.72502174e-04	3.26261425e-04	0.00000000e+00
7.425           	1.81195973e-01	3.96423539e-04	6.71008689e-04	3.13864622e-04	0.00000000e+00
7.43            	2.70090138e-01	3.95682752e-04	6.69515474e-04	3.34922407e-04	0.00000000e+00
7.435           	1.79169099e-01	3.94907076e-04	6.68154259e-04	3.53397564e-04	0.00000000e+00
7.44            	2.61857233e-01	3.94160881e-04	6.66579104e-04	3.51003680e-04	0.00000000e+00
7.445           	1.05441574e-01	3.93390666e-04	6.65161158e-04	3.36289575e-04	0.00000000e+00
7.45            	6.16194991e-02	3.92653588e-04	6.63539419e-04	3.20340971e-04	0.00000000e+00
7.455           	3.99690974e-01	3.91897067e-04	6.61978560e-04	3.22145170e-04	0.00000000e+00
7.46            	7.15107602e-02	3.91120026e-04	6.60449462e-04	3.42688840e-04	0.00000000e+00
7.465           	3.99727412e-01	3.90345278e-04	6.58909887e-04	3.04523561e-04	0.00000000e+00
7.47            	8.89640367e-02	3.89568075e-04	6.57361830e-04	3.26648451e-04	0.00000000e+00
7.475           	1.33188711e-01	3.88805073e-04	6.55796578e-04	3.48309481e-04	0.00000000e+00
7.48            	1.38013298e-01	3.88027759e-04	6.54230291e-04	3.14971448e-04	0.00000000e+00
7.485           	1.65487871e-01	3.87226649e-04	6.52681257e-04	3.08632353e-04	0.00000000e+00
7.49            	9.94212092e-02	3.86448563e-04	6.51088316e-04	2.98192702e-04	0.00000000e+00
7.495           	1.02457809e-01	3.85622323e-04	6.49632226e-04	2.56549139e-04	0.00000000e+00
7.5             	1.87091059e-01	3.84830411e-04	6.47971798e-04	2.86548697e-04	0.00000000e+00
7.505           	5.39310863e-02	3.84015779e-04	6.46462394e-04	2.88291850e-04	0.00000000e+00
7.51            	9.14184595e-02	3.83223104e-04	6.44845237e-04	3.07689004e-04	0.00000000e+00
7.515           	1.57323349e-01	3.82407754e-04	6.43270158e-04	2.79776293e-04	0.00000000e+00
7.52            	9.08777249e-02	3.81606787e-04	6.41548788e-04	2.81467124e-04	0.00000000e+00
7.525           	1.96535438e-01	3.80794918e-04	6.39960564e-04	2.56957568e-04	0.00000000e+00
7.53            	5.67307320e-02	3.79978032e-04	6.38339586e-04	2.68051322e-04	0.00000000e+00
7.535           	5.94118231e-02	3.79161422e-04	6.36703168e-04	2.68405200e-04	0.00000000e+00
7.54            	1.07378701e-01	3.78339168e-04	6.34982788e-04	2.68431901e-04	0.00000000e+00
7.545           	1.05018331e-01	3.77495091e-04	6.33421000e-04	2.65632261e-04	0.00000000e+00
7.55            	2.42776661e-01	3.76691399e-04	6.31659101e-04	2.61339955e-04	0.00000000e+00
7.555           	1.31980924e-01	3.75848997e-04	6.30045825e-04	2.14982380e-04	0.00000000e+00
7.56            	4.40323012e-02	3.75008491e-04	6.28389121e-04	2.28437092e-04	0.00000000e+00
7.565           	1.31900621e-01	3.74150265e-04	6.26757095e-04	2.83781897e-04	0.00000000e+00
7.57            	1.43346068e-01	3.73312002e-04	6.25041348e-04	2.66683643e-04	0.00000000e+00
7.575           	6.25605342e-02	3.72466321e-04	6.23381240e-04	2.64352455e-04	0.00000000e+00
7.58            	1.48328561e-01	3.71637222e-04	6.21555756e-04	2.12596275e-04	0.00000000e+00
7.585           	8.95494218e-02	3.70785923e-04	6.19805770e-04	2.10294030e-04	0.00000000e+00
7.59            	1.96796770e-01	3.69917364e-04	6.18168497e-04	2.32553497e-04	0.00000000e+00
7.595           	2.16090837e-01	3.69047821e-04	6.16517727e-04	2.45622585e-04	0.00000000e+00
7.6             	9.62195848e-02	3.68202362e-04	6.14675424e-04	2.05416049e-04	0.00000000e+00
7.605           	2.27896559e-01	3.67320866e-04	6.12995581e-04	2.25020303e-04	0.00000000e+00
7.61            	1.18077890e-01	3.66444948e-04	6.11318264e-04	2.43299172e-04	0.00000000e+00
7.615           	1.07870495e-01	3.65591163e-04	6.09466890e-04	2.87772164e-04	0.00000000e+00
7.62            	1.58558988e-01	3.64716918e-04	6.07678149e-04	2.29663078e-04	0.00000000e+00
7.625           	1.52290425e-01	3.63808780e-04	6.06032254e-04	2.71230809e-04	0.00000000e+00
7.63            	1.69222652e-01	3.62950240e-04	6.04177053e-04	2.06261383e-04	0.00000000e+00
7.635           	1.69907561e-01	3.62072549e-04	6.02374413e-04	1.81523553e-04	0.00000000e+00
7.64            	9.07106114e-02	3.61169215e-04	6.00712870e-04	1.97477138e-04	0.00000000e+00
7.645           	2.78539234e-01	3.60272704e-04	5.98966911e-04	2.12258797e-04	0.00000000e+00
7.65            	9.50686922e-02	3.59389431e-04	5.97059613e-04	1.89728422e-04	0.00000000e+00
7.655           	2.85429624e-01	3.58461775e-04	5.95352481e-04	2.16170176e-04	0.00000000e+00
7.66            	1.23901981e-01	3.57584920e-04	5.93448918e-04	2.12191078e-04	0.00000000e+00
7.665           	2.61938894e-01	3.56655421e-04	5.91735759e-04	2.18965236e-04	0.00000000e+00
7.67            	8.65528919e-02	3.55744611e-04	5.89952168e-04	1.85932654e-04	0.00000000e+00
7.675           	1.56685058e-01	3.54850275e-04	5.88140976e-04	1.62256116e-04	0.00000000e+00
7.68            	1.53196900e-01	3.53922282e-04	5.86316553e-04	2.01401116e-04	0.00000000e+00
7.685           	7.60449888e-02	3.53018418e-04	5.84483897e-04	2.03392306e-04	0.00000000e+00
7.69            	1.28739333e-01	3.52125854e-04	5.82531881e-04	1.92980954e-04	0.00000000e+00
7.695           	9.74978792e-02	3.51196912e-04	5.80761472e-04	2.28461374e-04	0.00000000e+00
7.7             	2.25383285e-01	3.50269568e-04	5.78934959e-04	2.07419282e-04	0.00000000e+00
7.705           	9.15467526e-02	3.49359357e-04	5.76972049e-04	1.80544804e-04	0.00000000e+00
7.71            	2.53567498e-01	3.48417970e-04	5.75187566e-04	1.87611528e-04	0.00000000e+00
7.715           	6.55502644e-02	3.47465360e-04	5.73344968e-04	2.19543275e-04	0.00000000e+00
7.72            	5.23033503e-01	3.46557811e-04	5.71364000e-04	1.67844969e-04	0.00000000e+00
7.725           	1.13357993e-01	3.45595188e-04	5.69563473e-04	1.99182731e-04	0.00000000e+00
7.73            	3.91295531e-01	3.44676484e-04	5.67653952e-04	1.90405592e-04	0.00000000e+00
7.735           	8.35990239e-02	3.43744948e-04	5.65716691e-04	2.41298050e-04	0.00000000e+00
7.74            	1.67936862e-01	3.42786463e-04	5.63892485e-04	1.94872723e-04	0.00000000e+00
7.745           	7.86123965e-02	3.41850473e-04	5.61925452e-04	1.89377688e-04	0.00000000e+00
7.75            	1.36839122e-01	3.40882684e-04	5.60084511e-04	1.43400210e-04	0.00000000e+00
7.755           	3.64236797e-01	3.39927778e-04	5.58193371e-04	1.87740731e-04	0.00000000e+00
7.76            	1.70237601e-01	3.38983489e-04	5.56230588e-04	2.26493745e-04	0.00000000e+00
7.765           	8.27148429e-02	3.38011995e-04	5.54342822e-04	2.39321899e-04	0.00000000e+00
7.77            	8.81551279e-02	3.37049673e-04	5.52425084e-04	1.88547047e-04	0.00000000e+00
7.775           	1.94332617e-01	3.36064558e-04	5.50494069e-04	1.69204214e-04	0.00000000e+00
7.78            	9.34110924e-02	3.35125444e-04	5.48503135e-04	1.69560846e-04	0.00000000e+00
7.785           	2.67057652e-01	3.34148870e-04	5.46592581e-04	1.53085378e-04	0.00000000e+00
7.79            	2.26031400e-01	3.33191538e-04	5.44601186e-04	1.74029000e-04	0.00000000e+00
7.795           	1.69537748e-01	3.32226528e-04	5.42631561e-04	2.08413734e-04	0.00000000e+00
7.8             	1.71976173e-01	3.31248764e-04	5.40665814e-04	1.83816353e-04	0.00000000e+00
7.805           	1.22520855e-01	3.30252670e-04	5.38750580e-04	1.56211413e-04	0.00000000e+00
7.81            	4.69049275e-01	3.29269890e-04	5.36796291e-04	1.95102600e-04	0.00000000e+00
7.815           	3.18573376e-01	3.28285660e-04	5.34825765e-04	1.89470731e-04	0.00000000e+00
7.82            	1.93030155e-01	3.27298291e-04	5.32846245e-04	2.01488074e-04	0.00000000e+00
7.825           	2.15669287e-01	3.26305171e-04	5.30860754e-04	2.27885640e-04	0.00000000e+00
7.83            	3.93084957e-01	3.25318068e-04	5.28869771e-04	2.46326519e-04	0.00000000e+00
7.835           	1.08523752e-01	3.24308308e-04	5.26873673e-04	1.36242140e-04	0.00000000e+00
7.84            	5.25907695e-02	3.23303039e-04	5.24872927e-04	1.85173588e-04	0.00000000e+00
7.845           	8.28161209e-02	3.22322992e-04	5.22867370e-04	1.81021038e-04	0.00000000e+00
7.85            	1.19141616e-01	3.21307768e-04	5.20857061e-04	1.49931274e-04	0.00000000e+00
7.855           	1.83471976e-01	3.20318139e-04	5.18842051e-04	2.07058877e-04	0.00000000e+00
7.86            	1.93165978e-01	3.19304113e-04	5.16822195e-04	1.27672964e-04	0.00000000e+00
7.865           	1.49344389e-01	3.18289846e-04	5.14797803e-04	1.89307388e-04	0.00000000e+00
7.87            	6.77954313e-02	3.17278262e-04	5.12768859e-04	1.80197057e-04	0.00000000e+00
7.875           	1.21460056e-01	3.16266098e-04	5.10735383e-04	1.86115373e-04	0.00000000e+00
7.88            	2.07137991e-01	3.15256531e-04	5.08697505e-04	1.76076857e-04	0.00000000e+00
7.885           	1.22321719e-01	3.14254642e-04	5.06655097e-04	1.86959189e-04	0.00000000e+00
7.89            	2.04011512e-01	3.13228816e-04	5.04608210e-04	1.83215670e-04	0.00000000e+00
7.895           	3.07750746e-01	3.12222920e-04	5.02556944e-04	1.86009997e-04	0.00000000e+00
7.9             	1.31885782e-01	3.11188663e-04	5.00501445e-04	1.34743690e-04	0.00000000e+00
7.905           	8.06564464e-02	3.10190696e-04	4.98385696e-04	1.41734152e-04	0.00000000e+00
7.91            	7.10863289e-02	3.09177214e-04	4.96302867e-04	1.93711039e-04	0.00000000e+00
7.915           	1.82716282e-01	3.08135085e-04	4.94284293e-04	2.10261713e-04	0.00000000e+00
7.92            	5.08587401e-01	3.07096826e-04	4.92228266e-04	1.47652216e-04	0.00000000e+00
7.925           	1.69422869e-01	3.06082602e-04	4.90100624e-04	1.96978721e-04	0.00000000e+00
7.93            	1.84556330e-01	3.05031917e-04	4.88059239e-04	1.66439104e-04	0.00000000e+00
7.935           	2.22388612e-01	3.04007777e-04	4.85930765e-04	1.61088512e-04	0.00000000e+00
7.94            	1.60808357e-01	3.02960657e-04	4.83884022e-04	1.42157966e-04	0.00000000e+00
7.945           	2.07326732e-01	3.01933907e-04	4.81748164e-04	1.51654407e-04	0.00000000e+00
7.95            	1.31318977e-01	3.00873771e-04	4.79693965e-04	1.86852968e-04	0.00000000e+00
7.955           	3.41065846e-01	2.99824490e-04	4.77607237e-04	1.81027727e-04	0.00000000e+00
7.96            	9.64871403e-02	2.98758544e-04	4.75507131e-04	1.75751849e-04	0.00000000e+00
7.965           	7.67615457e-02	2.97720462e-04	4.73400098e-04	2.08537876e-04	0.00000000e+00
7.97            	1.07014318e-01	2.96656879e-04	4.71288360e-04	1.48066144e-04	0.00000000e+00
7.975           	1.83763225e-01	2.95639048e-04	4.69114714e-04	2.11685783e-04	0.00000000e+00
7.98            	2.53819251e-01	2.94557595e-04	4.67033359e-04	1.87667829e-04	0.00000000e+00
7.985           	4.15837740e-01	2.93509359e-04	4.64922688e-04	1.86930634e-04	0.00000000e+00
7.99            	4.18331736e-01	2.92437478e-04	4.62799689e-04	1.40153425e-04	0.00000000e+00
7.995           	2.08106270e-01	2.91373274e-04	4.60670583e-04	1.91522976e-04	0.00000000e+00
8               	5.46905278e-02	2.90344886e-04	4.58478449e-04	1.55110463e-04	0.00000000e+00
8.005           	2.36703955e-01	2.89279023e-04	4.56379714e-04	1.74241925e-04	0.00000000e+00
8.01            	1.58183632e-01	2.88213250e-04	4.54251622e-04	1.87576383e-04	0.00000000e+00
8.015           	3.57553774e-01	2.87164086e-04	4.52052522e-04	1.98388464e-04	0.00000000e+00
8.02            	1.53963570e-01	2.86101426e-04	4.49886340e-04	1.41586409e-04	0.00000000e+00
8.025           	1.10714425e-01	2.85011178e-04	4.47787748e-04	2.07102468e-04	0.00000000e+00
8.03            	8.43087783e-02	2.83916019e-04	4.45650523e-04	1.55153378e-04	0.00000000e+00
8.035           	4.61670446e-01	2.82838960e-04	4.43498374e-04	1.71737830e-04	0.00000000e+00
8.04            	2.01576050e-01	2.81758512e-04	4.41339372e-04	2.09341201e-04	0.00000000e+00
8.045           	1.59365923e-01	2.80718426e-04	4.39116273e-04	1.88001134e-04	0.00000000e+00
8.05            	1.36810034e-01	2.79617751e-04	4.36988636e-04	2.21506582e-04	0.00000000e+00
8.055           	1.81620520e-01	2.78548065e-04	4.34831435e-04	2.31644520e-04	0.00000000e+00
8.06            	2.20352112e-01	2.77486345e-04	4.32602448e-04	1.40100065e-04	0.00000000e+00
8.065           	6.24824594e-02	2.76375305e-04	4.30467133e-04	1.98541925e-04	0.00000000e+00
8.07            	1.46007063e-01	2.75294869e-04	4.28301305e-04	1.92364090e-04	0.00000000e+00
8.075           	1.41941830e-01	2.74196283e-04	4.26123425e-04	1.64242132e-04	0.00000000e+00
8.08            	1.14055039e-01	2.73134397e-04	4.23879246e-04	1.95210561e-04	0.00000000e+00
8.085           	8.78138858e-02	2.72036996e-04	4.21731765e-04	1.82954045e-04	0.00000000e+00
8.09            	1.24716230e-01	2.70959777e-04	4.19448374e-04	1.66135133e-04	0.00000000e+00
8.095           	2.11042687e-01	2.69871732e-04	4.17223890e-04	1.71185177e-04	0.00000000e+00
8.1             	1.47669904e-01	2.68749055e-04	4.15123100e-04	2.51484058e-04	0.00000000e+00
8.105           	1.11639630e-01	2.67640069e-04	4.12955808e-04	1.48071050e-04	0.00000000e+00
8.11            	1.44516450e-01	2.66542793e-04	4.10764738e-04	2.22493731e-04	0.00000000e+00
8.115           	2.48963559e-01	2.65461922e-04	4.08502972e-04	1.51540624e-04	0.00000000e+00
8.12            	1.06060983e-01	2.64366720e-04	4.06276861e-04	1.31552550e-04	0.00000000e+00
8.125           	1.26401635e-01	2.63268216e-04	4.04060969e-04	1.38966958e-04	0.00000000e+00
8.13            	1.28896117e-01	2.62178799e-04	4.01800938e-04	2.13531761e-04	0.00000000e+00
8.135           	6.85568600e-02	2.61065623e-04	3.99616636e-04	1.62094594e-04	0.00000000e+00
8.14            	5.29436108e-02	2.59954377e-04	3.97409837e-04	1.77011417e-04	0.00000000e+00
8.145           	6.59925003e-02	2.58832269e-04	3.95255775e-04	1.68302881e-04	0.00000000e+00
8.15            	1.19017860e-01	2.57748916e-04	3.92913336e-04	1.30258469e-04	0.00000000e+00
8.155           	1.04215259e-01	2.56635456e-04	3.90730567e-04	1.42176003e-04	0.00000000e+00
8.16            	4.96588171e-02	2.55522241e-04	3.88518339e-04	1.43347775e-04	0.00000000e+00
8.165           	5.80507414e-02	2.54422911e-04	3.86213614e-04	1.56021422e-04	0.00000000e+00
