# Residuals     
# Time          	p               	sigmaxx         	sigmaxy         	sigmayy         	sigmazz         
11.46           	1.42667899e-01	2.10050450e-04	2.99662968e-04	2.09064781e-04	0.00000000e+00
11.465          	1.14473443e-01	2.09927658e-04	2.99139506e-04	2.37620660e-04	0.00000000e+00
11.47           	4.87204658e-01	2.09796705e-04	2.98613331e-04	1.47185978e-04	0.00000000e+00
11.475          	1.58017379e-01	2.09926695e-04	2.98083995e-04	2.01320151e-04	0.00000000e+00
11.48           	2.00878086e-01	2.09573561e-04	2.97552924e-04	2.93394362e-04	0.00000000e+00
11.485          	1.54639463e-01	2.09366890e-04	2.97018346e-04	2.56773347e-04	0.00000000e+00
11.49           	6.34547162e-02	2.09195093e-04	2.96482285e-04	1.45263968e-04	0.00000000e+00
11.495          	1.67083056e-01	2.09042410e-04	2.95942889e-04	2.36891639e-04	0.00000000e+00
11.5            	1.43447927e-01	2.08899630e-04	2.95401661e-04	2.01937002e-04	0.00000000e+00
11.505          	3.05341134e-01	2.08772906e-04	2.94857646e-04	2.30482574e-04	0.00000000e+00
11.51           	5.15800839e-01	2.08599627e-04	2.94311063e-04	1.45527879e-04	0.00000000e+00
11.515          	1.31255064e-01	2.08435829e-04	2.93761277e-04	2.28784651e-04	0.00000000e+00
11.52           	2.18008144e-01	2.08276125e-04	2.93210191e-04	1.34397054e-04	0.00000000e+00
11.525          	1.97078667e-01	2.08125369e-04	2.92656329e-04	2.54629941e-04	0.00000000e+00
11.53           	1.66987491e-01	2.07957564e-04	2.92099916e-04	2.28944803e-04	0.00000000e+00
11.535          	4.66565952e-01	2.07801223e-04	2.91541039e-04	1.89712257e-04	0.00000000e+00
11.54           	1.24505159e-01	2.07666475e-04	2.90979743e-04	2.37995792e-04	0.00000000e+00
11.545          	1.20303748e-01	2.07508707e-04	2.90416054e-04	3.88245927e-04	0.00000000e+00
11.55           	2.41520029e-01	2.07313238e-04	2.89849503e-04	2.56663994e-04	0.00000000e+00
11.555          	1.26270051e-01	2.07125509e-04	2.89280892e-04	2.23639015e-04	0.00000000e+00
11.56           	3.88781205e-01	2.06915112e-04	2.88710038e-04	3.15937402e-04	0.00000000e+00
11.565          	1.42236946e-01	2.06757332e-04	2.88137377e-04	2.66642341e-04	0.00000000e+00
11.57           	1.47542254e-01	2.06620045e-04	2.87562085e-04	3.91942213e-04	0.00000000e+00
11.575          	1.39020185e-01	2.06414943e-04	2.86984366e-04	4.08943949e-04	0.00000000e+00
11.58           	3.40009717e-01	2.06261291e-04	2.86404320e-04	2.83969539e-04	0.00000000e+00
11.585          	2.49764350e-01	2.06085545e-04	2.85821990e-04	3.65045595e-04	0.00000000e+00
11.59           	2.05912666e-01	2.05870402e-04	2.85237379e-04	3.43366155e-04	0.00000000e+00
11.595          	3.13904457e-01	2.05694970e-04	2.84650530e-04	2.81311232e-04	0.00000000e+00
11.6            	4.49248813e-01	2.05455917e-04	2.84060762e-04	3.81996401e-04	0.00000000e+00
11.605          	1.91983333e-01	2.05267644e-04	2.83469218e-04	3.63165228e-04	0.00000000e+00
11.61           	6.47121765e-02	2.05080361e-04	2.82876272e-04	2.67637467e-04	0.00000000e+00
11.615          	2.90997167e-01	2.04908254e-04	2.82280743e-04	3.90458631e-04	0.00000000e+00
11.62           	4.34694007e-01	2.04695246e-04	2.81682903e-04	3.69870951e-04	0.00000000e+00
11.625          	1.38232903e-01	2.04486285e-04	2.81082196e-04	3.07205597e-04	0.00000000e+00
11.63           	1.45762224e-01	2.04251546e-04	2.80479948e-04	2.97604673e-04	0.00000000e+00
11.635          	1.37372424e-01	2.04065141e-04	2.79876028e-04	3.25399785e-04	0.00000000e+00
11.64           	1.40052828e-01	2.03891005e-04	2.79269689e-04	3.26863336e-04	0.00000000e+00
11.645          	9.28254561e-02	2.03656698e-04	2.78661138e-04	3.59019132e-04	0.00000000e+00
11.65           	4.01236187e-01	2.03440592e-04	2.78050444e-04	4.72882438e-04	0.00000000e+00
11.655          	1.42787388e-01	2.03254639e-04	2.77437676e-04	4.49747422e-04	0.00000000e+00
11.66           	4.64492014e-01	2.02982299e-04	2.76822347e-04	3.60896063e-04	0.00000000e+00
11.665          	2.02655803e-01	2.02775082e-04	2.76205754e-04	3.77451086e-04	0.00000000e+00
11.67           	3.17240974e-01	2.02562503e-04	2.75586264e-04	3.09004131e-04	0.00000000e+00
11.675          	5.52860674e-02	2.02342254e-04	2.74965748e-04	2.97619683e-04	0.00000000e+00
11.68           	1.30489142e-01	2.02120081e-04	2.74342912e-04	3.06069905e-04	0.00000000e+00
11.685          	2.06723769e-01	2.01891719e-04	2.73717339e-04	4.56354788e-04	0.00000000e+00
11.69           	1.84903072e-01	2.01627741e-04	2.73089706e-04	3.24260884e-04	0.00000000e+00
11.695          	3.26983636e-01	2.01385243e-04	2.72460999e-04	3.47308293e-04	0.00000000e+00
11.7            	3.70629822e-01	2.01182718e-04	2.71830181e-04	3.88020892e-04	0.00000000e+00
11.705          	7.78562544e-02	2.00923441e-04	2.71197335e-04	3.07927847e-04	0.00000000e+00
11.71           	3.81762536e-01	2.00705898e-04	2.70562556e-04	3.01594853e-04	0.00000000e+00
11.715          	1.38790862e-01	2.00473326e-04	2.69925884e-04	3.11335013e-04	0.00000000e+00
11.72           	9.23799469e-02	2.00213771e-04	2.69287286e-04	3.36370503e-04	0.00000000e+00
11.725          	1.98630579e-01	1.99985355e-04	2.68646784e-04	3.30133918e-04	0.00000000e+00
11.73           	3.02816796e-01	1.99717954e-04	2.68003979e-04	4.12673910e-04	0.00000000e+00
11.735          	4.08188817e-01	1.99463844e-04	2.67360034e-04	2.98637087e-04	0.00000000e+00
11.74           	1.11970277e-01	1.99239948e-04	2.66714068e-04	3.04313396e-04	0.00000000e+00
11.745          	1.08726493e-01	1.99004230e-04	2.66066200e-04	3.33844529e-04	0.00000000e+00
11.75           	1.36240337e-01	1.98729376e-04	2.65416656e-04	2.68082845e-04	0.00000000e+00
11.755          	1.39945326e-01	1.98490114e-04	2.64765186e-04	2.99050806e-04	0.00000000e+00
11.76           	1.52206677e-01	1.98216314e-04	2.64111682e-04	2.78284803e-04	0.00000000e+00
11.765          	3.62149238e-01	1.97972691e-04	2.63456513e-04	2.95282967e-04	0.00000000e+00
11.77           	2.30536806e-01	1.97697112e-04	2.62799185e-04	3.90676035e-04	0.00000000e+00
11.775          	1.37626306e-01	1.97423492e-04	2.62140816e-04	2.77836303e-04	0.00000000e+00
11.78           	2.39114634e-01	1.97189354e-04	2.61481118e-04	2.08822268e-04	0.00000000e+00
11.785          	2.20802589e-01	1.96962349e-04	2.60819252e-04	2.72659650e-04	0.00000000e+00
11.79           	3.03238366e-01	1.96645078e-04	2.60155470e-04	2.28945858e-04	0.00000000e+00
11.795          	1.22565990e-01	1.96414986e-04	2.59489963e-04	2.64212676e-04	0.00000000e+00
11.8            	3.48313538e-01	1.96129988e-04	2.58822774e-04	2.53446161e-04	0.00000000e+00
11.805          	3.27764061e-01	1.95856774e-04	2.58153296e-04	2.03753104e-04	0.00000000e+00
11.81           	4.60767827e-01	1.95581921e-04	2.57482560e-04	2.77715711e-04	0.00000000e+00
11.815          	1.36117490e-01	1.95272040e-04	2.56810275e-04	1.47024936e-04	0.00000000e+00
11.82           	2.47220688e-01	1.95009260e-04	2.56136440e-04	1.76405844e-04	0.00000000e+00
11.825          	4.92178293e-01	1.94714235e-04	2.55460576e-04	1.64725576e-04	0.00000000e+00
11.83           	3.29554592e-01	1.94427471e-04	2.54784359e-04	1.54686283e-04	0.00000000e+00
11.835          	5.82836375e-02	1.94196942e-04	2.54105993e-04	2.19794075e-04	0.00000000e+00
11.84           	1.74500990e-01	1.93893964e-04	2.53425266e-04	2.07627871e-04	0.00000000e+00
11.845          	1.77373260e-01	1.93607410e-04	2.52743297e-04	1.14285175e-04	0.00000000e+00
11.85           	1.78038291e-01	1.93318569e-04	2.52060457e-04	1.80445913e-04	0.00000000e+00
11.855          	1.54190830e-01	1.93023249e-04	2.51375698e-04	3.80551539e-04	0.00000000e+00
11.86           	1.24601231e-01	1.92755486e-04	2.50689337e-04	1.84994883e-04	0.00000000e+00
11.865          	1.20672463e-01	1.92447513e-04	2.50001405e-04	1.43805054e-04	0.00000000e+00
11.87           	1.72381312e-01	1.92149021e-04	2.49311567e-04	2.08296414e-04	0.00000000e+00
11.875          	1.96482882e-01	1.91816018e-04	2.48620871e-04	2.28544675e-04	0.00000000e+00
11.88           	9.23427255e-02	1.91565473e-04	2.47928549e-04	2.61808320e-04	0.00000000e+00
11.885          	2.09944204e-01	1.91220116e-04	2.47234284e-04	1.56579686e-04	0.00000000e+00
11.89           	9.60999121e-02	1.90937224e-04	2.46539204e-04	1.59945542e-04	0.00000000e+00
11.895          	3.19487327e-01	1.90658821e-04	2.45842503e-04	1.64664599e-04	0.00000000e+00
11.9            	1.13920696e-01	1.90333360e-04	2.45143770e-04	1.87756190e-04	0.00000000e+00
11.905          	2.25573281e-01	1.89993492e-04	2.44443967e-04	1.72058286e-04	0.00000000e+00
11.91           	1.43498292e-01	1.89699326e-04	2.43742910e-04	1.22902684e-04	0.00000000e+00
11.915          	3.04260466e-01	1.89374029e-04	2.43040643e-04	1.84246352e-04	0.00000000e+00
11.92           	1.12735259e-01	1.89084344e-04	2.42336906e-04	1.51921030e-04	0.00000000e+00
11.925          	1.54385338e-01	1.88777743e-04	2.41631776e-04	2.09809904e-04	0.00000000e+00
11.93           	1.07370843e-01	1.88458122e-04	2.40925656e-04	2.53686645e-04	0.00000000e+00
11.935          	1.24168029e-01	1.88137211e-04	2.40217414e-04	1.62992119e-04	0.00000000e+00
11.94           	2.15395449e-01	1.87823352e-04	2.39508651e-04	1.32282849e-04	0.00000000e+00
11.945          	2.61799300e-01	1.87525426e-04	2.38798317e-04	1.34605985e-04	0.00000000e+00
11.95           	1.82540438e-01	1.87191510e-04	2.38086225e-04	1.61508646e-04	0.00000000e+00
11.955          	1.84041392e-01	1.86830329e-04	2.37373032e-04	1.71018669e-04	0.00000000e+00
11.96           	3.07020965e-01	1.86519935e-04	2.36658653e-04	2.17370454e-04	0.00000000e+00
11.965          	3.50245083e-01	1.86198024e-04	2.35943422e-04	1.94387741e-04	0.00000000e+00
11.97           	1.57398065e-01	1.85869060e-04	2.35226163e-04	1.97022522e-04	0.00000000e+00
11.975          	3.06882606e-01	1.85538966e-04	2.34508486e-04	2.99480569e-04	0.00000000e+00
11.98           	1.15900547e-01	1.85215416e-04	2.33789301e-04	1.29165104e-04	0.00000000e+00
11.985          	2.56534077e-01	1.84909943e-04	2.33068834e-04	1.81735046e-04	0.00000000e+00
11.99           	3.95913682e-01	1.84551294e-04	2.32347101e-04	1.52177137e-04	0.00000000e+00
11.995          	1.69065180e-01	1.84234017e-04	2.31624186e-04	9.56804423e-05	0.00000000e+00
12              	1.75991264e-01	1.83902543e-04	2.30900137e-04	3.21689454e-04	0.00000000e+00
12.005          	1.06193648e-01	1.83519908e-04	2.30174524e-04	1.96900728e-04	0.00000000e+00
12.01           	1.74126304e-01	1.83191710e-04	2.29448371e-04	1.56754262e-04	0.00000000e+00
12.015          	4.38605046e-02	1.82845636e-04	2.28720885e-04	1.47998198e-04	0.00000000e+00
12.02           	3.70730670e-01	1.82527306e-04	2.27992261e-04	1.12670393e-04	0.00000000e+00
12.025          	3.33287950e-01	1.82172080e-04	2.27262499e-04	1.19756933e-04	0.00000000e+00
12.03           	6.11399457e-01	1.81820231e-04	2.26531115e-04	1.54467636e-04	0.00000000e+00
12.035          	1.35589489e-01	1.81470602e-04	2.25798989e-04	1.66884344e-04	0.00000000e+00
12.04           	5.50000315e-01	1.81090306e-04	2.25065523e-04	1.34709240e-04	0.00000000e+00
12.045          	4.51495780e-01	1.80729496e-04	2.24332118e-04	2.65845322e-04	0.00000000e+00
12.05           	2.98709778e-01	1.80430322e-04	2.23597185e-04	2.20173014e-04	0.00000000e+00
12.055          	1.74292075e-01	1.80088280e-04	2.22861047e-04	2.34903487e-04	0.00000000e+00
12.06           	1.50629906e-01	1.79712878e-04	2.22123835e-04	2.52587639e-04	0.00000000e+00
12.065          	8.17721936e-02	1.79347779e-04	2.21385091e-04	3.71379828e-04	0.00000000e+00
12.07           	1.49328611e-01	1.78987230e-04	2.20646156e-04	1.61101032e-04	0.00000000e+00
12.075          	1.13040267e-01	1.78628987e-04	2.19905996e-04	2.10521816e-04	0.00000000e+00
12.08           	1.98543738e-01	1.78292747e-04	2.19164802e-04	1.55374425e-04	0.00000000e+00
12.085          	1.01906342e-01	1.77913061e-04	2.18422130e-04	2.18825718e-04	0.00000000e+00
12.09           	9.82340303e-02	1.77520209e-04	2.17678485e-04	2.42565863e-04	0.00000000e+00
12.095          	1.60136309e-01	1.77151904e-04	2.16934216e-04	2.27391560e-04	0.00000000e+00
12.1            	1.42373039e-01	1.76779092e-04	2.16189584e-04	1.91752416e-04	0.00000000e+00
12.105          	5.72441926e-01	1.76440943e-04	2.15443766e-04	1.73356941e-04	0.00000000e+00
12.11           	1.50800187e-01	1.76050860e-04	2.14696920e-04	1.53999195e-04	0.00000000e+00
12.115          	1.31673028e-01	1.75705164e-04	2.13949149e-04	2.56895627e-04	0.00000000e+00
12.12           	1.15673906e-01	1.75342071e-04	2.13200803e-04	2.11603352e-04	0.00000000e+00
12.125          	1.87596115e-01	1.74989514e-04	2.12166257e-04	2.43661073e-04	0.00000000e+00
12.13           	1.26981028e-01	1.74627651e-04	2.11329269e-04	2.10378189e-04	0.00000000e+00
12.135          	9.98266239e-02	1.74250276e-04	2.10547113e-04	1.62708301e-04	0.00000000e+00
12.14           	2.91986407e-01	1.73872661e-04	2.09787035e-04	2.86897489e-04	0.00000000e+00
12.145          	2.43046161e-01	1.73451907e-04	2.09311031e-04	2.50380764e-04	0.00000000e+00
12.15           	4.01912049e-01	1.73078193e-04	2.08649713e-04	1.36655022e-04	0.00000000e+00
12.155          	1.19908085e-01	1.72699936e-04	2.07926414e-04	1.90898827e-04	0.00000000e+00
12.16           	2.06886532e-01	1.72341896e-04	2.06905450e-04	1.22158407e-04	0.00000000e+00
12.165          	1.19306815e-01	1.71947810e-04	2.06337899e-04	1.80992305e-04	0.00000000e+00
12.17           	1.16566638e-01	1.71562043e-04	2.05643691e-04	1.05316201e-04	0.00000000e+00
12.175          	1.28983534e-01	1.71146300e-04	2.04906610e-04	1.54694098e-04	0.00000000e+00
12.18           	2.03430119e-01	1.70755813e-04	2.04155490e-04	1.60110448e-04	0.00000000e+00
12.185          	9.85105637e-02	1.70389795e-04	2.03398889e-04	2.03706861e-04	0.00000000e+00
12.19           	2.63960889e-01	1.70002818e-04	2.02639958e-04	1.61489776e-04	0.00000000e+00
12.195          	2.99769434e-01	1.69613688e-04	2.01879806e-04	1.20626789e-04	0.00000000e+00
12.2            	1.83857766e-01	1.69206084e-04	2.01118444e-04	1.10712098e-04	0.00000000e+00
12.205          	1.29169876e-01	1.68808731e-04	2.00356820e-04	2.06657826e-04	0.00000000e+00
12.21           	2.45571723e-01	1.68436218e-04	1.99578157e-04	1.23269251e-04	0.00000000e+00
12.215          	1.17231328e-01	1.68044623e-04	1.98539051e-04	3.26252063e-04	0.00000000e+00
12.22           	1.80776243e-01	1.67655289e-04	1.97691402e-04	1.37635696e-04	0.00000000e+00
12.225          	2.93327948e-01	1.67282490e-04	1.96926323e-04	1.50383169e-04	0.00000000e+00
12.23           	1.31487258e-01	1.66846441e-04	1.96414477e-04	1.89546303e-04	0.00000000e+00
12.235          	3.73903565e-01	1.66435141e-04	1.95733216e-04	1.60754924e-04	0.00000000e+00
12.24           	1.75204991e-01	1.66031274e-04	1.94995362e-04	1.50612208e-04	0.00000000e+00
12.245          	4.89395805e-02	1.65650657e-04	1.93958442e-04	1.64224235e-04	0.00000000e+00
12.25           	2.66234508e-01	1.65233416e-04	1.93380972e-04	1.47824769e-04	0.00000000e+00
12.255          	1.47552258e-01	1.64825392e-04	1.92676540e-04	1.81031340e-04	0.00000000e+00
12.26           	1.63123452e-01	1.64441064e-04	1.91653851e-04	2.09839369e-04	0.00000000e+00
12.265          	8.90973551e-02	1.64015290e-04	1.91076422e-04	2.27221942e-04	0.00000000e+00
12.27           	9.41553990e-02	1.63646859e-04	1.90122816e-04	3.10445821e-04	0.00000000e+00
12.275          	1.37566600e-01	1.63230085e-04	1.89270679e-04	1.61962094e-04	0.00000000e+00
12.28           	1.20751249e-01	1.62821748e-04	1.88474209e-04	1.28600895e-04	0.00000000e+00
12.285          	1.46011132e-01	1.62412005e-04	1.87696776e-04	9.07474878e-05	0.00000000e+00
12.29           	2.90824355e-01	1.61979868e-04	1.87122207e-04	1.26478880e-04	0.00000000e+00
12.295          	5.08214942e-01	1.61599963e-04	1.86243303e-04	1.61298813e-04	0.00000000e+00
12.3            	1.11172802e-01	1.61202825e-04	1.85441924e-04	1.58958164e-04	0.00000000e+00
12.305          	8.71762273e-02	1.60788761e-04	1.84657427e-04	1.26505942e-04	0.00000000e+00
12.31           	3.34541052e-01	1.60356015e-04	1.83858243e-04	1.16987104e-04	0.00000000e+00
12.315          	1.34554205e-01	1.59907870e-04	1.83051159e-04	1.59135053e-04	0.00000000e+00
12.32           	1.07299218e-01	1.59485601e-04	1.82272198e-04	1.31332876e-04	0.00000000e+00
12.325          	1.39125559e-01	1.59088531e-04	1.81525568e-04	2.03781889e-04	0.00000000e+00
12.33           	6.37494118e-02	1.58654080e-04	1.80734565e-04	1.05559735e-04	0.00000000e+00
12.335          	8.44113231e-02	1.58251625e-04	1.79983216e-04	1.59683272e-04	0.00000000e+00
12.34           	8.68189314e-02	1.57831545e-04	1.79213547e-04	2.25946741e-04	0.00000000e+00
12.345          	2.80007134e-01	1.57392875e-04	1.78418346e-04	2.08465909e-04	0.00000000e+00
12.35           	2.82176417e-01	1.56985339e-04	1.77659751e-04	1.84132045e-04	0.00000000e+00
12.355          	5.08540322e-02	1.56588962e-04	1.76917437e-04	1.95368816e-04	0.00000000e+00
12.36           	2.47005326e-01	1.56168445e-04	1.76149700e-04	1.45949407e-04	0.00000000e+00
12.365          	3.36651213e-01	1.55706883e-04	1.75332669e-04	1.82875890e-04	0.00000000e+00
12.37           	1.10240122e-01	1.55306090e-04	1.74588039e-04	1.47205568e-04	0.00000000e+00
12.375          	2.21661176e-01	1.54872130e-04	1.73804952e-04	2.42916286e-04	0.00000000e+00
12.38           	7.26507597e-01	1.54457173e-04	1.73044504e-04	1.88602498e-04	0.00000000e+00
12.385          	1.30175443e-01	1.53995640e-04	1.72229958e-04	2.08640960e-04	0.00000000e+00
12.39           	8.94028477e-02	1.53575394e-04	1.71462478e-04	2.71963289e-04	0.00000000e+00
12.395          	1.18408166e-01	1.53123055e-04	1.70664156e-04	4.04279372e-04	0.00000000e+00
12.4            	8.59313891e-02	1.52726019e-04	1.69926854e-04	2.97225468e-04	0.00000000e+00
12.405          	1.10028549e-01	1.52283757e-04	1.69137496e-04	3.16684258e-04	0.00000000e+00
12.41           	2.15358930e-01	1.51847500e-04	1.68356280e-04	2.31454250e-04	0.00000000e+00
12.415          	2.72691063e-01	1.51392845e-04	1.67556823e-04	3.02434152e-04	0.00000000e+00
12.42           	1.77793737e-01	1.50971175e-04	1.66792693e-04	1.95793300e-04	0.00000000e+00
12.425          	1.53415307e-01	1.50546392e-04	1.66027194e-04	2.13723174e-04	0.00000000e+00
12.43           	9.50720568e-02	1.50128525e-04	1.65270080e-04	2.33051605e-04	0.00000000e+00
12.435          	8.10753036e-02	1.49682910e-04	1.64481880e-04	1.83568289e-04	0.00000000e+00
12.44           	1.31434791e-01	1.49237570e-04	1.63696634e-04	2.02208636e-04	0.00000000e+00
12.445          	3.42438483e-01	1.48820710e-04	1.62939290e-04	1.78036735e-04	0.00000000e+00
12.45           	4.48007686e-01	1.48348388e-04	1.62123107e-04	1.88596831e-04	0.00000000e+00
12.455          	1.53617851e-01	1.47912054e-04	1.61348357e-04	2.27677583e-04	0.00000000e+00
12.46           	1.43448066e-01	1.47478735e-04	1.60578264e-04	1.62011685e-04	0.00000000e+00
12.465          	2.39774752e-01	1.47058878e-04	1.59821663e-04	1.56094568e-04	0.00000000e+00
12.47           	1.34676005e-01	1.46619086e-04	1.59046202e-04	1.80857396e-04	0.00000000e+00
12.475          	9.84280667e-02	1.46181606e-04	1.58271222e-04	1.55366190e-04	0.00000000e+00
12.48           	1.10075595e-01	1.45720754e-04	1.57473518e-04	1.77851545e-04	0.00000000e+00
12.485          	2.96314396e-01	1.45289588e-04	1.56707013e-04	1.74610680e-04	0.00000000e+00
12.49           	1.35447256e-01	1.44830067e-04	1.55912238e-04	1.30713395e-04	0.00000000e+00
12.495          	1.50872751e-01	1.44374970e-04	1.55124049e-04	1.37185995e-04	0.00000000e+00
12.5            	1.35358584e-01	1.43930125e-04	1.54344635e-04	1.33324080e-04	0.00000000e+00
12.505          	2.30940948e-01	1.43497517e-04	1.53580216e-04	1.60287271e-04	0.00000000e+00
12.51           	1.59019635e-01	1.43036030e-04	1.52786419e-04	1.53751553e-04	0.00000000e+00
12.515          	6.57158160e-02	1.42601557e-04	1.52020319e-04	1.14242360e-04	0.00000000e+00
12.52           	1.56456661e-01	1.42143248e-04	1.51229337e-04	1.41858437e-04	0.00000000e+00
12.525          	5.47323077e-01	1.41708824e-04	1.50463901e-04	2.04020406e-04	0.00000000e+00
12.53           	2.51744072e-01	1.41240738e-04	1.49666859e-04	2.52311601e-04	0.00000000e+00
12.535          	5.84744260e-02	1.40802119e-04	1.48899213e-04	1.44397971e-04	0.00000000e+00
12.54           	1.90077379e-01	1.40354612e-04	1.48122977e-04	1.02054897e-04	0.00000000e+00
12.545          	6.96775298e-01	1.39870634e-04	1.47307137e-04	1.19856554e-04	0.00000000e+00
12.55           	3.41096363e-02	1.39407515e-04	1.46515342e-04	1.53865529e-04	0.00000000e+00
12.555          	2.02659800e-01	1.38987923e-04	1.45770678e-04	1.64178558e-04	0.00000000e+00
12.56           	2.34063868e-01	1.38522872e-04	1.44981359e-04	1.48545349e-04	0.00000000e+00
12.565          	3.99943002e-01	1.38063292e-04	1.44194415e-04	1.22592505e-04	0.00000000e+00
12.57           	1.40553630e-01	1.37593264e-04	1.43397706e-04	1.12045500e-04	0.00000000e+00
12.575          	1.34955225e-01	1.37169324e-04	1.42650664e-04	1.24802334e-04	0.00000000e+00
12.58           	3.13509451e-01	1.36704650e-04	1.41860557e-04	1.04345470e-04	0.00000000e+00
12.585          	2.47933888e-01	1.36242043e-04	1.41077875e-04	1.17191797e-04	0.00000000e+00
12.59           	3.70733170e-01	1.35781504e-04	1.40293545e-04	1.84341614e-04	0.00000000e+00
12.595          	2.70656907e-01	1.35341317e-04	1.39532899e-04	1.07563289e-04	0.00000000e+00
12.6            	3.77248863e-01	1.34870118e-04	1.38739038e-04	1.36642808e-04	0.00000000e+00
12.605          	2.11456976e-01	1.34425539e-04	1.37975113e-04	1.38383932e-04	0.00000000e+00
12.61           	1.54417037e-01	1.33957880e-04	1.37186981e-04	8.69631823e-05	0.00000000e+00
12.615          	3.90405151e-01	1.33493922e-04	1.36401286e-04	2.70910700e-04	0.00000000e+00
12.62           	1.20030573e-01	1.33050527e-04	1.35639972e-04	1.90267508e-04	0.00000000e+00
12.625          	1.99840540e-01	1.32576927e-04	1.34846931e-04	1.62489919e-04	0.00000000e+00
12.63           	8.11427686e-02	1.32090250e-04	1.34044368e-04	1.71422245e-04	0.00000000e+00
12.635          	2.38537355e-01	1.31636969e-04	1.33274183e-04	1.89786790e-04	0.00000000e+00
12.64           	2.68115949e-01	1.31177524e-04	1.32498552e-04	1.57758970e-04	0.00000000e+00
12.645          	6.18026512e-01	1.30737737e-04	1.31743227e-04	1.28679375e-04	0.00000000e+00
12.65           	9.19241230e-02	1.30260054e-04	1.30950647e-04	1.94075573e-04	0.00000000e+00
12.655          	1.45718550e-01	1.29779137e-04	1.30154970e-04	1.22642520e-04	0.00000000e+00
12.66           	1.86382831e-01	1.29305357e-04	1.29368849e-04	2.23246352e-04	0.00000000e+00
12.665          	1.59705476e-01	1.28854102e-04	1.28604250e-04	1.29277487e-04	0.00000000e+00
12.67           	2.12438780e-01	1.28381260e-04	1.27818561e-04	1.70014177e-04	0.00000000e+00
12.675          	2.22459912e-01	1.27926794e-04	1.27054728e-04	1.70739235e-04	0.00000000e+00
12.68           	3.57229184e-01	1.27464682e-04	1.26282369e-04	1.99886992e-04	0.00000000e+00
12.685          	4.21990214e-01	1.26982337e-04	1.25488972e-04	1.86612695e-04	0.00000000e+00
12.69           	1.52617667e-01	1.26547819e-04	1.24743074e-04	1.57034902e-04	0.00000000e+00
12.695          	2.55427405e-01	1.26075410e-04	1.23962084e-04	1.94122756e-04	0.00000000e+00
12.7            	7.23451927e-02	1.25601048e-04	1.23178923e-04	1.22386786e-04	0.00000000e+00
12.705          	2.07037516e-01	1.25131067e-04	1.22401089e-04	1.61350491e-04	0.00000000e+00
12.71           	4.18470490e-01	1.24667281e-04	1.21630720e-04	1.53592944e-04	0.00000000e+00
12.715          	3.41521849e-01	1.24195183e-04	1.20851858e-04	2.21224691e-04	0.00000000e+00
12.72           	8.87347771e-02	1.23713423e-04	1.20064123e-04	2.00647135e-04	0.00000000e+00
12.725          	2.45542140e-01	1.23255675e-04	1.19299990e-04	1.63744615e-04	0.00000000e+00
12.73           	3.20679774e-01	1.22789973e-04	1.18529439e-04	1.75957480e-04	0.00000000e+00
12.735          	4.06680072e-01	1.22317558e-04	1.17754504e-04	1.54384844e-04	0.00000000e+00
12.74           	1.93123685e-01	1.21847623e-04	1.16983684e-04	1.36950332e-04	0.00000000e+00
12.745          	9.39536776e-02	1.21376128e-04	1.16208698e-04	2.15894995e-04	0.00000000e+00
12.75           	9.15472391e-02	1.20925234e-04	1.15454633e-04	2.32833403e-04	0.00000000e+00
12.755          	2.11753697e-01	1.20440553e-04	1.14669423e-04	1.37366133e-04	0.00000000e+00
12.76           	1.10344572e-01	1.19969538e-04	1.13898523e-04	1.60121100e-04	0.00000000e+00
12.765          	1.19324331e-01	1.19496884e-04	1.13124551e-04	9.93735550e-05	0.00000000e+00
12.77           	1.18043073e-01	1.19005915e-04	1.12336930e-04	1.01897952e-04	0.00000000e+00
12.775          	2.20135176e-01	1.18542434e-04	1.11574295e-04	1.68085177e-04	0.00000000e+00
12.78           	3.36160078e-01	1.18077608e-04	1.10811770e-04	1.33906666e-04	0.00000000e+00
12.785          	1.93687727e-01	1.17591550e-04	1.10028636e-04	1.77981924e-04	0.00000000e+00
12.79           	1.60711728e-01	1.17130053e-04	1.09270733e-04	1.39435822e-04	0.00000000e+00
12.795          	1.13397925e-01	1.16659487e-04	1.08502803e-04	1.37014454e-04	0.00000000e+00
12.8            	9.61124284e-02	1.16168711e-04	1.07719573e-04	1.06845224e-04	0.00000000e+00
12.805          	3.31610135e-01	1.15708563e-04	1.06964384e-04	8.14799713e-05	0.00000000e+00
12.81           	2.64355533e-01	1.15239156e-04	1.06201036e-04	1.36875395e-04	0.00000000e+00
12.815          	1.47738937e-01	1.14751017e-04	1.05420057e-04	1.61356661e-04	0.00000000e+00
12.82           	1.23873352e-01	1.14298205e-04	1.04674212e-04	1.31835420e-04	0.00000000e+00
12.825          	1.36680609e-01	1.13815411e-04	1.03899831e-04	9.38267185e-05	0.00000000e+00
12.83           	2.18461825e-01	1.13356695e-04	1.03148356e-04	1.50358076e-04	0.00000000e+00
12.835          	1.39502551e-01	1.12868287e-04	1.02370845e-04	1.75551066e-04	0.00000000e+00
12.84           	2.54202368e-01	1.12388722e-04	1.01602062e-04	1.70211643e-04	0.00000000e+00
12.845          	1.51472742e-01	1.11915427e-04	1.00838576e-04	2.09075002e-04	0.00000000e+00
12.85           	1.51042735e-01	1.11440596e-04	1.00075082e-04	1.55398547e-04	0.00000000e+00
