face_id,zone_id,jos3_name,area_m2,cx_m,cy_m,cz_m
8091,8,RShoulder,0.000110841564067,0.1584612,0.09261766575,0.07826907925
8092,5,LShoulder,0.00014948187326,-0.1649806775,0.1188609875,0.05612846525
8093,5,LShoulder,0.000154190780182,-0.162843355,0.1064711425,0.0683110795
8094,4,Pelvis,0.000249074291126,-0.156060322,0.1045756002,0.0814218066
8095,3,Back,0.000231664344585,-0.1551552925,0.119116265,0.08053305875
8096,5,LShoulder,0.000145180073824,-0.1635634875,0.131159405,0.0558296405
8097,5,LShoulder,0.000108618413932,-0.1588750575,0.142181805,0.066340402
8098,3,Back,0.000218215969124,-0.127680545,0.143748975,0.1016752225
8099,3,Back,0.000213339152025,-0.128183405,0.1312851275,0.10208043225
8100,4,Pelvis,0.000250053383099,0.1557398,0.1045498526,0.0813240652
8101,4,Pelvis,0.0002231970917,0.129585955,0.106290982,0.10315690775
8102,3,Back,0.000231686239756,0.1551549775,0.1191159225,0.0805333125
8103,3,Back,0.000227742677591,0.1290526175,0.1188566275,0.1024350205
8104,3,Back,0.000214738973536,0.154467905,0.131242225,0.07931631025
8105,8,RShoulder,0.000145175140261,0.1635635325,0.13115929,0.05582956325
8106,8,RShoulder,0.000108439393094,0.158877905,0.1421769175,0.06633708475
8107,3,Back,0.000211006769732,0.152678062,0.14397147,0.0772981988
8108,3,Back,0.000231507509563,-0.143202178,0.16662902,0.08069011
8109,3,Back,0.00022762006102,-0.140384262,0.18120006,0.078225075
8110,3,Back,0.000242057413679,-0.131522841667,0.205619635,0.0805476705
8111,3,Back,0.00021112433693,-0.126973246,0.181507746,0.101123129
8112,3,Back,0.000123927707577,0.14823038,0.179331945,0.055807806
8113,3,Back,0.000108942313424,0.145692655,0.1785053675,0.0667931035
8114,3,Back,0.000131208705693,0.1483187475,0.1559208475,0.078734178
8115,3,Back,0.000219037880783,0.12725949,0.156299415,0.1017632495
8116,3,Back,0.00025580850498,0.140804191667,0.179376083333,0.0792282901667
8117,3,Back,9.81473380771e-05,0.1455031925,0.1669836375,0.07815189175
8118,2,Chest,0.0002365236371,-0.118242134,0.204603074,0.1054183906
8119,2,Chest,0.000216151658063,-0.117260505,0.2189760775,0.104615758
8120,3,Back,0.000212960091829,-0.1160214825,0.24366011,0.10412935775
8121,3,Back,0.000218049884559,-0.11662418,0.2312302175,0.1042624165
8122,3,Back,0.000149812095961,0.1263788525,0.23117386,0.06894006925
8123,3,Back,0.000167529122269,0.1229777325,0.243191985,0.05670334275
8124,3,Back,0.000217769113486,0.128090246667,0.227347855,0.0564506606667
8125,3,Back,0.000145571099327,0.1236722625,0.24320079,0.068828961
8126,3,Back,0.000141218683007,0.1271519775,0.21924977,0.08142867075
8127,3,Back,0.000149959981021,0.1262052675,0.20706763,0.09386362775
8128,3,Back,0.000241616599477,0.13151826,0.2056287,0.0805513865
8129,3,Back,0.000134842236104,0.12450092,0.219017605,0.09254502725
8130,3,Back,0.000143386390449,0.1246859225,0.231132765,0.08076110375
8131,3,Back,0.000135564199156,0.121588095,0.2434979825,0.09176063575
8132,3,Back,0.000212960091829,0.1160214825,0.24366011,0.10412935775
8133,3,Back,0.000146981082126,0.1228713175,0.243371655,0.080518101
8134,3,Back,0.000135497638441,0.1228890525,0.231123005,0.09190800425
8135,5,LShoulder,0.000202804507258,-0.367949226,0.286510358,0.0610455868
8136,5,LShoulder,0.00018208753046,-0.392182706,0.27405063,0.0860054334
8137,5,LShoulder,0.00019129175282,-0.402050498,0.27041886,0.0975700292
8138,5,LShoulder,9.95818509802e-05,-0.397315385,0.292987365,0.08343861775
8139,5,LShoulder,0.00022392837829,-0.4043987025,0.2814085825,0.095299127
8140,5,LShoulder,8.40319170804e-05,-0.39709137,0.28301041,0.08373175075
8141,5,LShoulder,0.000107509192763,-0.333217905,0.288950535,0.05822832275
8142,5,LShoulder,0.000208140251329,-0.33500914,0.285710796,0.093661764
8143,5,LShoulder,0.000100243372566,-0.3267640575,0.295820845,0.091509386
8144,3,Back,0.000224350416911,-0.11749615,0.279483052,0.0560049566
8145,3,Back,0.000207426238041,-0.115419415,0.25605885,0.10382098925
8146,3,Back,0.000210652829807,-0.115026225,0.2684767,0.103513586
8147,3,Back,0.000207501798525,-0.11485653,0.281793652,0.1025320054
8148,3,Back,0.000223938542191,0.11749615,0.279483052,0.0560049566
8149,3,Back,0.000142474269618,0.1196922075,0.281375645,0.06956352575
8150,3,Back,0.000118654847713,0.120086825,0.294021865,0.070097025
8151,3,Back,0.00014990383749,0.1207470625,0.2683691325,0.080716554
8152,3,Back,0.000127563385816,0.12059812,0.2558932775,0.0916422745
8153,3,Back,0.000150110111535,0.12153298,0.2557963875,0.08055842775
8154,3,Back,0.000119805831058,0.11986387,0.2682690475,0.09138189875
8155,3,Back,0.000155686548353,0.12023133,0.2812195225,0.08097108075
8156,3,Back,0.000144152511181,0.12043889,0.2940372025,0.08051337
8157,3,Back,0.000102112771469,0.11920726,0.280156285,0.09130537225
8158,8,RShoulder,0.000107509192763,0.333217905,0.288950535,0.05822832275
8159,8,RShoulder,0.00020802861628,0.33500914,0.285710796,0.093661764
8160,8,RShoulder,0.000202804507258,0.367949226,0.286510358,0.0610455868
8161,8,RShoulder,0.000265493024692,0.380247521667,0.283729226667,0.0698168658333
8162,8,RShoulder,0.000174429914819,0.36712997,0.29816754,0.048157802
8163,8,RShoulder,0.000182277416641,0.392182706,0.27405063,0.0860054334
8164,8,RShoulder,0.000193319058854,0.402050498,0.27041886,0.0975700292
8165,8,RShoulder,9.95818509802e-05,0.397315385,0.292987365,0.08343861775
8166,8,RShoulder,8.40319170804e-05,0.39709137,0.28301041,0.08373175075
8167,5,LShoulder,0.000237036276909,-0.36726802,0.3428967,0.0689424355
8168,5,LShoulder,0.000229494992286,-0.354053805,0.354895346667,0.0677912898333
8169,5,LShoulder,0.000133258991611,-0.38781592,0.317646515,0.08134522475
8170,5,LShoulder,0.000219075147399,-0.37920966,0.32924734,0.081368771
8171,5,LShoulder,0.000215482404562,-0.37755985,0.328326652,0.0937759124
8172,5,LShoulder,0.00021803465099,-0.365567946,0.341643092,0.0816047358
8173,5,LShoulder,0.000101986675919,-0.354515475,0.3490918625,0.07974307775
8174,5,LShoulder,0.000203758594213,-0.368774472,0.327633632,0.1020089268
8175,5,LShoulder,9.28714545474e-05,-0.303160215,0.3304204775,0.06635588275
8176,5,LShoulder,0.000250790608454,-0.33297349,0.329745798333,0.0921319683333
8177,5,LShoulder,0.000191652609989,-0.310644704,0.318279756,0.076476839
8178,5,LShoulder,0.000205106734561,-0.323439496,0.318965394,0.0894532158
8179,5,LShoulder,0.000210150981481,-0.34417227,0.35342038,0.077706328
8180,5,LShoulder,0.000111603487899,-0.3449414225,0.329261575,0.09816198825
8181,5,LShoulder,0.000206536901456,-0.331056776,0.352385306,0.0778964814
8182,5,LShoulder,0.000190645559791,-0.311693108,0.33081719,0.075800123
8183,5,LShoulder,0.00024901403929,-0.321055081667,0.342203696667,0.0789296485
8184,5,LShoulder,0.000110557333738,-0.32154545,0.3298202625,0.08459990775
8185,3,Back,0.00021410472509,-0.1178232225,0.3187789875,0.0927437775
8186,3,Back,0.000210805694459,-0.1180035925,0.33106919,0.09286655025
8187,3,Back,0.000143820049028,0.1239694025,0.3314718425,0.068298906
8188,3,Back,0.000153572890542,0.1262498925,0.3438284025,0.0562715155
8189,3,Back,0.000159866208257,0.12412971,0.33149416,0.056297939
8190,3,Back,0.000149269677803,0.1252264075,0.343838325,0.06839487425
8191,3,Back,0.000214107839583,0.1178232225,0.3187789875,0.0927437775
8192,3,Back,0.000134842944795,0.1218722275,0.318851465,0.07937018025
8193,3,Back,0.000130396537362,0.121236835,0.3064916125,0.07963534175
8194,3,Back,0.00021080476039,0.1180035925,0.33106919,0.09286655025
8195,3,Back,0.000137215391521,0.12232133,0.3312662675,0.07944397325
8196,3,Back,0.0001496413174,0.1227193175,0.34371034,0.080105311
8197,8,RShoulder,0.000207625626008,0.335650916,0.306554416,0.1024156946
8198,8,RShoulder,0.000110468387737,0.3336908525,0.3174271725,0.09766779125
8199,8,RShoulder,0.000190596234107,0.311693108,0.33081719,0.075800123
8200,8,RShoulder,0.000110557333738,0.32154545,0.3298202625,0.08459990775
8201,8,RShoulder,0.000250800285446,0.33297349,0.329745798333,0.0921319683333
8202,8,RShoulder,0.000111603487899,0.3449414225,0.329261575,0.09816198825
8203,8,RShoulder,0.000230439209542,0.379212346,0.318998004,0.0588341066
8204,8,RShoulder,9.53743134024e-05,0.385213325,0.316652405,0.07077376375
8205,8,RShoulder,0.000220317144015,0.378655604,0.327774116,0.0685321588
8206,8,RShoulder,0.000236899409253,0.36726802,0.3428967,0.0689424355
8207,8,RShoulder,0.000119758622047,0.3744188875,0.3297874375,0.057081143
8208,8,RShoulder,0.000133258991611,0.38781592,0.317646515,0.08134522475
8209,8,RShoulder,0.000219006902088,0.37920966,0.32924734,0.081368771
8210,8,RShoulder,0.000218520928169,0.365567946,0.341643092,0.0816047358
8211,8,RShoulder,0.000101986675919,0.354515475,0.3490918625,0.07974307775
8212,8,RShoulder,0.000207770501018,0.35587718,0.32703949,0.102623637
8213,8,RShoulder,0.000215482404562,0.37755985,0.328326652,0.0937759124
8214,8,RShoulder,0.000204830116978,0.368774472,0.327633632,0.1020089268
8215,5,LShoulder,0.000163403326658,-0.3073912975,0.368049245,0.05911801275
8216,5,LShoulder,9.32869152532e-05,-0.3211859825,0.3538805225,0.07274189825
