2.015999999999997978e-05 1.605679360637172871e-33
6.047999999999992239e-05 2.757594615040747912e-33
1.007999999999997938e-04 3.268398550154595127e-33
1.411199999999997873e-04 3.490659705035418662e-33
1.814399999999996994e-04 3.587017599737405158e-33
2.217599999999996928e-04 3.628781961438998689e-33
2.620799999999996049e-04 3.646904402941631252e-33
3.023999999999994900e-04 3.654791317507926190e-33
3.427199999999994834e-04 3.658247029320377958e-33
3.830399999999994226e-04 3.659784301270014037e-33
4.233599999999994160e-04 3.660490920232885016e-33
4.636799999999993011e-04 3.660837797734591993e-33
5.039999999999992403e-04 3.661028801397395141e-33
5.443199999999991795e-04 3.661152194792026808e-33
5.846399999999991187e-04 3.661246193078925679e-33
6.249599999999991664e-04 3.661327340808929315e-33
6.652799999999992140e-04 3.661402797172373697e-33
7.055999999999991532e-04 3.661475655908091207e-33
7.459199999999990924e-04 3.661547250225247835e-33
7.862399999999990317e-04 3.661618152275890245e-33
8.265599999999989709e-04 3.661688607016948250e-33
8.668799999999988017e-04 3.661758720753147780e-33
9.071999999999987409e-04 3.661828543113853693e-33
9.475199999999985717e-04 3.661898102617976220e-33
9.878399999999985109e-04 3.661967421922397268e-33
1.028159999999998016e-03 3.662036524095948329e-33
1.068479999999997956e-03 3.662105434898424014e-33
1.108799999999997895e-03 3.662174183344110668e-33
1.149119999999998051e-03 3.662242801729988873e-33
1.189439999999997990e-03 3.662311325910875798e-33
1.229759999999997929e-03 3.662379796515336259e-33
1.270079999999998085e-03 3.662448261857275075e-33
1.310399999999998025e-03 3.662516783452264110e-33
1.350719999999997964e-03 3.662585445295642038e-33
1.391039999999997903e-03 3.662654368430717660e-33
1.431359999999998059e-03 3.662723732880275267e-33
1.471679999999997998e-03 3.662793809803122950e-33
1.511999999999997938e-03 3.662865007860995834e-33
1.552319999999997010e-03 3.662937939353285272e-33
1.592639999999996949e-03 3.663013513856782727e-33
1.632959999999997105e-03 3.663093070095672300e-33
1.673279999999997044e-03 3.663178560850284237e-33
1.713599999999996983e-03 3.663272811284633092e-33
1.753919999999996055e-03 3.663379878706447804e-33
1.794239999999995994e-03 3.663505552324461284e-33
1.834559999999995934e-03 3.663658046378155279e-33
1.874879999999996957e-03 3.663848961292013720e-33
1.915199999999996029e-03 3.664094619064171050e-33
1.955519999999996185e-03 3.664417927856243252e-33
1.995839999999996124e-03 3.664851009727889279e-33
2.036159999999996063e-03 3.665438959944726734e-33
2.076479999999996003e-03 3.666245346481686299e-33
2.116799999999995942e-03 3.667360505578912811e-33
2.157119999999995881e-03 3.668914550401743730e-33
2.197439999999995820e-03 3.671098711169747204e-33
2.237759999999996193e-03 3.674202049797404243e-33
2.278079999999996132e-03 3.678677579569246732e-33
2.318399999999996072e-03 3.685266216079154932e-33
2.358719999999996011e-03 3.695236853544203277e-33
2.399039999999995950e-03 3.710863154599036247e-33
2.439359999999995022e-03 3.736388084470223744e-33
2.479679999999994961e-03 3.780001222884215329e-33
2.519999999999994900e-03 3.857930901685569858e-33
2.560319999999994840e-03 4.002970875908364279e-33
2.600639999999995212e-03 4.282335348102743683e-33
2.640959999999995152e-03 4.835185936501013213e-33
2.681279999999995091e-03 5.951726967635597782e-33
2.721599999999995030e-03 8.240283044338288547e-33
2.761919999999994969e-03 1.298085458212785932e-32
2.802239999999994041e-03 2.287437456515363910e-32
2.842559999999993980e-03 4.363247062211944970e-32
2.882879999999994787e-03 8.735406571128444705e-32
2.923199999999995160e-03 1.797034365225362033e-31
2.963519999999995099e-03 3.751809196065114902e-31
3.003839999999995038e-03 7.896308836660061492e-31
3.044159999999994110e-03 1.669482159544812964e-30
3.084479999999994049e-03 3.539296470392277001e-30
3.124799999999993989e-03 7.516314773140474146e-30
3.165119999999993061e-03 1.598124298880715065e-29
3.205439999999993000e-03 3.400915160985660741e-29
3.245759999999992939e-03 7.242257120508535967e-29
3.286079999999992878e-03 1.543071684438117961e-28
3.326399999999992817e-03 3.289192886593379127e-28
3.366719999999993190e-03 7.013751753730544597e-28
3.407039999999993130e-03 1.496036732236573949e-27
3.447359999999993936e-03 3.191848821459763093e-27
3.487679999999993875e-03 6.811317718126648818e-27
3.527999999999993815e-03 1.453756877340386128e-26
3.568319999999994187e-03 3.103196337432156271e-26
3.608639999999994127e-03 6.624759984855394420e-26
3.648959999999994066e-03 1.414367760073212028e-25
3.689279999999994005e-03 3.019776350841160033e-25
3.729599999999993944e-03 6.447586872812025366e-25
3.769919999999993884e-03 1.376638863837607941e-24
3.810239999999992955e-03 2.939233894634015000e-24
3.850559999999994196e-03 6.275246759200173751e-24
3.890879999999994135e-03 1.339681233949155987e-23
3.931199999999994074e-03 2.859813648451609781e-23
3.971519999999994013e-03 6.104234842522394309e-23
4.011839999999993953e-03 1.302787640851866041e-22
4.052159999999993892e-03 2.780075560425582926e-22
4.092479999999993831e-03 5.931600384378391727e-22
4.132799999999993770e-03 1.265352104065041941e-21
4.173119999999993709e-03 2.698779196192537964e-21
4.213439999999995383e-03 5.754830679320014663e-21
4.253759999999995323e-03 1.226875762901112942e-20
4.294079999999995262e-03 2.614967113820565903e-20
