2.015999999999997978e-05 1.446751783896610931e-02
6.047999999999992239e-05 1.446751783896589073e-02
1.007999999999997938e-04 1.446751783896564961e-02
1.411199999999997873e-04 1.446751783896535991e-02
1.814399999999996994e-04 1.446751783896500082e-02
2.217599999999996928e-04 1.446751783896453071e-02
2.620799999999996049e-04 1.446751783896393917e-02
3.023999999999994900e-04 1.446751783896318977e-02
3.427199999999994834e-04 1.446751783896229986e-02
3.830399999999994226e-04 1.446751783896126943e-02
4.233599999999994160e-04 1.446751783895999961e-02
4.636799999999993011e-04 1.446751783895846959e-02
5.039999999999992403e-04 1.446751783895662037e-02
5.443199999999991795e-04 1.446751783895441033e-02
5.846399999999991187e-04 1.446751783895178917e-02
6.249599999999991664e-04 1.446751783894868922e-02
6.652799999999992140e-04 1.446751783894503936e-02
7.055999999999991532e-04 1.446751783894071990e-02
7.459199999999990924e-04 1.446751783893563022e-02
7.862399999999990317e-04 1.446751783892972001e-02
8.265599999999989709e-04 1.446751783892281061e-02
8.668799999999988017e-04 1.446751783891478925e-02
9.071999999999987409e-04 1.446751783890548072e-02
9.475199999999985717e-04 1.446751783889469942e-02
9.878399999999985109e-04 1.446751783888224063e-02
1.028159999999998016e-03 1.446751783886784069e-02
1.068479999999997956e-03 1.446751783885131919e-02
1.108799999999997895e-03 1.446751783883241070e-02
1.149119999999998051e-03 1.446751783881074054e-02
1.189439999999997990e-03 1.446751783878599991e-02
1.229759999999997929e-03 1.446751783875781065e-02
1.270079999999998085e-03 1.446751783872577031e-02
1.310399999999998025e-03 1.446751783868942959e-02
1.350719999999997964e-03 1.446751783864821950e-02
1.391039999999997903e-03 1.446751783860160054e-02
1.431359999999998059e-03 1.446751783854897944e-02
1.471679999999997998e-03 1.446751783848963975e-02
1.511999999999997938e-03 1.446751783842292055e-02
1.552319999999997010e-03 1.446751783834802040e-02
1.592639999999996949e-03 1.446751783826401988e-02
1.632959999999997105e-03 1.446751783817003950e-02
1.673279999999997044e-03 1.446751783806505057e-02
1.713599999999996983e-03 1.446751783794793071e-02
1.753919999999996055e-03 1.446751783781747951e-02
1.794239999999995994e-03 1.446751783767240979e-02
1.834559999999995934e-03 1.446751783751131989e-02
1.874879999999996957e-03 1.446751783733262083e-02
1.915199999999996029e-03 1.446751783713460041e-02
1.955519999999996185e-03 1.446751783691549963e-02
1.995839999999996124e-03 1.446751783667328019e-02
2.036159999999996063e-03 1.446751783640577022e-02
2.076479999999996003e-03 1.446751783611049079e-02
2.116799999999995942e-03 1.446751783578462992e-02
2.157119999999995881e-03 1.446751783542512063e-02
2.197439999999995820e-03 1.446751783502842059e-02
2.237759999999996193e-03 1.446751783459046016e-02
