time_min,original_TskMean,original_TskHead,original_TskChest,original_TskLFoot,original_TcrChest,embedded_TskMean,embedded_TskHead,embedded_TskChest,embedded_TskLFoot,embedded_TcrChest,coupled_zero_flux_TskMean,coupled_zero_flux_TskHead,coupled_zero_flux_TskChest,coupled_zero_flux_TskLFoot,coupled_zero_flux_TcrChest
78.0,32.349696376080495,32.288857834490734,32.90726609390096,31.37518373898864,36.58650109515946,32.349696376080495,32.288857834490734,32.90726609390096,31.37518373898864,36.58650109515946,32.349696376080495,32.288857834490734,32.90726609390096,31.37518373898864,36.58650109515946
79.0,32.33384538509243,32.2888396619549,32.89887297038911,31.305103204210862,36.58438470323541,32.33384538509243,32.2888396619549,32.89887297038911,31.305103204210862,36.58438470323541,32.33384538509243,32.2888396619549,32.89887297038911,31.305103204210862,36.58438470323541
80.0,32.3183592166713,32.28898484120002,32.89082619166816,31.236430448771145,36.58232596282103,32.3183592166713,32.28898484120002,32.89082619166816,31.236430448771145,36.58232596282103,32.3183592166713,32.28898484120002,32.89082619166816,31.236430448771145,36.58232596282103
81.0,32.30322269606542,32.28927523933025,32.88310438818209,31.169131767377557,36.58032373454529,32.30322269606542,32.28927523933025,32.88310438818209,31.169131767377557,36.58032373454529,32.30322269606542,32.28927523933025,32.88310438818209,31.169131767377557,36.58032373454529
82.0,32.28842184341975,32.28969450759021,32.875687889648034,31.103174557558884,36.578376873404906,32.28842184341975,32.28969450759021,32.875687889648034,31.103174557558884,36.578376873404906,32.28842184341975,32.28969450759021,32.875687889648034,31.103174557558884,36.578376873404906
83.0,32.273943749045856,32.29022791170984,32.86855857608615,31.03852726592556,36.57648423038476,32.273943749045856,32.29022791170984,32.86855857608615,31.03852726592556,36.57648423038476,32.273943749045856,32.29022791170984,32.86855857608615,31.03852726592556,36.57648423038476
84.0,32.25977646304986,32.29086217695639,32.86169974223009,30.975159338153855,36.57464465417062,32.25977646304986,32.29086217695639,32.86169974223009,30.975159338153855,36.57464465417062,32.25977646304986,32.29086217695639,32.86169974223009,30.975159338153855,36.57464465417062
85.0,32.24590889755107,32.29158534696943,32.85509597409567,30.913041172359673,36.572856992885754,32.24590889755107,32.29158534696943,32.85509597409567,30.913041172359673,36.572856992885754,32.24590889755107,32.29158534696943,32.85509597409567,30.913041172359673,36.572856992885754
86.0,32.23233073995941,32.292386655431386,32.848733036605324,30.852144075560034,36.57112009580499,32.23233073995941,32.292386655431386,32.848733036605324,30.852144075560034,36.57112009580499,32.23233073995941,32.292386655431386,32.848733036605324,30.852144075560034,36.57112009580499
87.0,32.21903237598056,32.29325640962517,32.842597771271485,30.792440222951342,36.56943281501625,32.21903237598056,32.29325640962517,32.842597771271485,30.792440222951342,36.56943281501625,32.21903237598056,32.29325640962517,32.842597771271485,30.792440222951342,36.56943281501625
