time_s,flow_m3_s,pressure_Pa
3.749053810762159600e-02,4.453243639115668224e-04,2.699292259312051465e+05
3.825565113022610930e-02,4.522566554777708039e-04,2.699385586573607288e+05
3.902076415283062261e-02,4.593445889341918721e-04,2.699479944673358114e+05
3.978587717543513591e-02,4.666132492120873268e-04,2.699575518083839561e+05
4.055099019803964921e-02,4.740779045079136582e-04,2.699669824161382858e+05
4.131610322064416252e-02,4.816558785396496617e-04,2.699755537234158255e+05
4.208121624324867582e-02,4.892082238291987559e-04,2.699832475891007925e+05
4.284632926585318913e-02,4.965953220518217999e-04,2.699900489624051843e+05
4.361144228845770243e-02,5.036775548827791653e-04,2.699959226222791476e+05
4.437655531106221574e-02,5.103153039973317654e-04,2.700008372691163677e+05
4.514166833366672904e-02,5.163897230134347318e-04,2.700052570535124396e+05
4.590678135627124234e-02,5.219222550224404157e-04,2.700100786500366521e+05
4.667189437887575565e-02,5.269923940335741056e-04,2.700153033187741530e+05
4.743700740148026895e-02,5.316798189990200405e-04,2.700209150136273238e+05
4.820212042408478226e-02,5.360642088709620260e-04,2.700269015018759528e+05
4.896723344668929556e-02,5.402252426015840842e-04,2.700332543641770026e+05
4.973234646929380887e-02,5.442425991430702376e-04,2.700399689945646096e+05
5.049745949189832217e-02,5.481959574476043999e-04,2.700470446004501428e+05
5.126257251450327956e-02,5.521649964673727620e-04,2.700544842026223196e+05
5.202768553710779287e-02,5.562132320878795770e-04,2.700619624154766207e+05
5.279279855971230617e-02,5.603299069725154640e-04,2.700690925411191420e+05
5.355791158231681948e-02,5.644829427439667074e-04,2.700758882615240873e+05
5.432302460492133278e-02,5.686402591898744550e-04,2.700823678509889869e+05
5.508813762752584609e-02,5.727697760978805053e-04,2.700885533971885452e+05
5.585325065013035939e-02,5.768394132556262230e-04,2.700944708011747571e+05
5.661836367273487269e-02,5.808170904507527557e-04,2.701001347421146347e+05
5.738347669533938600e-02,5.846707274709019020e-04,2.701055280336329597e+05
5.814858971794389930e-02,5.883682441037149180e-04,2.701106369587347726e+05
5.891370274054841261e-02,5.918775601368332770e-04,2.701154492289157351e+05
5.967881576315292591e-02,5.951679859283005511e-04,2.701200012269331492e+05
6.044392878575743921e-02,5.982317283876618843e-04,2.701244954248681897e+05
6.120904180836195252e-02,6.010797540298187499e-04,2.701289492022499908e+05
6.197415483096646582e-02,6.037235822370233713e-04,2.701333557221109513e+05
6.273926785357097913e-02,6.061747323915287313e-04,2.701377095103675965e+05
6.350438087617549243e-02,6.084447238755873785e-04,2.701420064558206359e+05
6.426949389878000574e-02,6.105450760714514280e-04,2.701462438101550215e+05
6.503460692138451904e-02,6.124873083613739709e-04,2.701504201879399479e+05
6.579971994398903234e-02,6.142829401276073392e-04,2.701545355666286778e+05
6.656483296659354565e-02,6.159434907524039731e-04,2.701585912865587743e+05
6.732994598919805895e-02,6.174804796180166384e-04,2.701625900509518688e+05
6.809505901180257226e-02,6.189054261066977754e-04,2.701665359259139514e+05
6.886017203440708556e-02,6.202298496007000415e-04,2.701704343404350802e+05
6.962528505701159887e-02,6.214652694822759855e-04,2.701742920863895561e+05
7.039039807961611217e-02,6.226232051336780477e-04,2.701781173185358639e+05
7.115551110222062547e-02,6.237151759371588854e-04,2.701819195545166149e+05
7.192062412482513878e-02,6.247527012749710474e-04,2.701857072677951073e+05
7.268573714742965208e-02,6.257473005293670825e-04,2.701894790759595344e+05
7.345085017003416539e-02,6.267104930825997565e-04,2.701932360366697540e+05
7.421596319263867869e-02,6.276537766358673137e-04,2.701969778813669691e+05
7.498107621524319200e-02,6.285844153790762527e-04,2.702006425913588027e+05
7.574618923784770530e-02,6.295004002528446080e-04,2.702042020340815652e+05
7.651130226045221860e-02,6.303984937386523978e-04,2.702076586476626107e+05
7.727641528305673191e-02,6.312754583179796403e-04,2.702110150865814066e+05
7.804152830566124521e-02,6.321280564723062451e-04,2.702142742216697661e+05
7.880664132826575852e-02,6.329530506831122305e-04,2.702174391401112080e+05
7.957175435087027182e-02,6.337472034318773978e-04,2.702205131454416551e+05
8.033686737347478513e-02,6.345072772000817651e-04,2.702234997575492016e+05
8.110198039607929843e-02,6.352300344692053506e-04,2.702264027126739966e+05
8.186709341868381173e-02,6.359122377207281724e-04,2.702292259634081274e+05
8.263220644128832504e-02,6.365506494361298151e-04,2.702319736786960857e+05
8.339731946389283834e-02,6.371420320968907303e-04,2.702346502438344760e+05
8.416243248649735165e-02,6.376831481844905027e-04,2.702372602604717831e+05
8.492754550910186495e-02,6.381707601804092588e-04,2.702398085466088378e+05
8.569265853170637826e-02,6.386016305661269083e-04,2.702423001365985256e+05
8.645777155431089156e-02,6.389725218231234695e-04,2.702447367765579838e+05
8.722288457691540486e-02,6.392801964328788519e-04,2.702471077058154624e+05
8.798799759951991817e-02,6.395214168768728570e-04,2.702494086020035320e+05
8.875311062212443147e-02,6.396929456365856113e-04,2.702516361838199082e+05
8.951822364472894478e-02,6.397915451934970245e-04,2.702537873833008343e+05
9.028333666733345808e-02,6.398139780290870065e-04,2.702558593458206160e+05
9.104844968993797139e-02,6.397570066248355752e-04,2.702578494300919119e+05
9.181356271254248469e-02,6.396173934622227490e-04,2.702597552081657923e+05
9.257867573514699799e-02,6.393919010227283291e-04,2.702615744654316222e+05
9.334378875775151130e-02,6.390772917878323337e-04,2.702633052006168291e+05
9.410890178035602460e-02,6.386703282390146725e-04,2.702649456257873680e+05
9.487401480296053791e-02,6.381677728577554720e-04,2.702664941663475474e+05
9.563912782556505121e-02,6.375663881255344253e-04,2.702679494610397960e+05
9.640424084817000860e-02,6.368629365238312251e-04,2.702693103619448375e+05
9.716935387077452191e-02,6.360541805341265401e-04,2.702705759344818653e+05
9.793446689337903521e-02,6.351368826379000633e-04,2.702717454574081930e+05
9.869957991598354852e-02,6.341078053166317044e-04,2.702728184228196042e+05
9.946469293858806182e-02,6.329637110518012647e-04,2.702737945361500606e+05
1.002298059611925751e-01,6.317013623248888708e-04,2.702746737161718193e+05
1.009949189837970884e-01,6.303175216173746492e-04,2.702754564508900512e+05
1.017600320064016017e-01,6.288090355824995422e-04,2.702761464208397665e+05
1.025251450290061150e-01,6.271790885251826882e-04,2.702768218907550909e+05
1.032902580516106283e-01,6.254415099540068827e-04,2.702775067017223919e+05
1.040553710742151416e-01,6.236111483765744172e-04,2.702781972371152951e+05
1.048204840968196550e-01,6.217028523004876914e-04,2.702788911003721878e+05
1.055855971194241683e-01,6.197314702333491052e-04,2.702795871149952873e+05
1.063507101420286816e-01,6.177118506827610584e-04,2.702802853245511069e+05
1.071158231646331949e-01,6.156588421563259509e-04,2.702809869926706888e+05
1.078809361872377082e-01,6.135872931616461823e-04,2.702816946030490217e+05
1.086460492098422215e-01,6.115120522063241526e-04,2.702824118594453903e+05
1.094111622324467348e-01,6.094479677979622615e-04,2.702831436856834916e+05
1.101762752550512481e-01,6.074098884441629089e-04,2.702838962256510858e+05
1.109413882776557614e-01,6.054126626525284946e-04,2.702846768433002871e+05
1.117065013002602747e-01,6.034711389306612016e-04,2.702854941226472729e+05
1.124716143228647880e-01,6.016001657861638633e-04,2.702863578677728074e+05
1.132367273454693013e-01,5.998145917266384458e-04,2.702872791028215433e+05
1.140018403680738146e-01,5.981292652596875660e-04,2.702882700720026623e+05
1.147669533906783279e-01,5.965590348929136234e-04,2.702893442395892926e+05
1.155320664132828412e-01,5.951187491339189096e-04,2.702905162899190909e+05
1.162971794358873545e-01,5.938232564903058244e-04,2.702918021273937775e+05
1.170622924584918678e-01,5.926851001811100656e-04,2.702931597040945780e+05
1.178274054810963811e-01,5.916976557454439170e-04,2.702944666684339754e+05
1.185925185037008944e-01,5.908447970818117784e-04,2.702957061900648405e+05
1.193576315263054077e-01,5.901103298980976903e-04,2.702968775079767220e+05
1.201227445489099210e-01,5.894780599021849339e-04,2.702979845896724728e+05
1.208878575715144343e-01,5.889317928019572245e-04,2.702990304217623197e+05
1.216529705941189476e-01,5.884553343052979519e-04,2.703000170099636889e+05
1.224180836167234609e-01,5.880324901200903974e-04,2.703009453791017877e+05
1.231831966393279743e-01,5.876470659542184930e-04,2.703018155731087318e+05
1.239483096619324876e-01,5.872828675155655201e-04,2.703026266550241853e+05
1.247134226845370009e-01,5.869237005120149769e-04,2.703033767069953610e+05
1.254785357071415142e-01,5.865533706514501448e-04,2.703040628302766127e+05
1.262436487297460275e-01,5.861556836417549559e-04,2.703046811452297843e+05
1.270087617523505408e-01,5.857144451908127998e-04,2.703052267913239193e+05
1.277738747749550541e-01,5.852134610065071749e-04,2.703056939271357260e+05
1.285389877975595674e-01,5.846365367967212541e-04,2.703060757303489372e+05
1.293041008201640807e-01,5.839674782693389694e-04,2.703063643977549509e+05
1.300692138427685940e-01,5.831900911322437106e-04,2.703065511452524224e+05
1.308343268653731073e-01,5.822881810933189760e-04,2.703066262078473228e+05
1.315994398879776206e-01,5.812455538604481553e-04,2.703065788396530552e+05
1.323645529105821339e-01,5.800460151415147468e-04,2.703063973138903966e+05
1.331296659331866472e-01,5.786733706444025741e-04,2.703060689228874980e+05
1.338947789557911605e-01,5.771114260769947017e-04,2.703055799780798261e+05
1.346598919783956738e-01,5.753439871471750615e-04,2.703049196075682412e+05
1.354250050010001871e-01,5.733548595628267181e-04,2.703040813692868687e+05
1.361901180236047004e-01,5.711278490318336034e-04,2.703030523007744923e+05
1.369552310462092137e-01,5.686467612620789988e-04,2.703018210024958826e+05
1.377203440688137270e-01,5.658996487581166969e-04,2.703004854657063843e+05
1.384854570914182403e-01,5.629086750358133643e-04,2.702992800450202194e+05
1.392505701140227536e-01,5.597124275168662792e-04,2.702982080710852169e+05
1.400156831366272669e-01,5.563495987841749488e-04,2.702972656046134070e+05
1.407807961592322243e-01,5.528588814206372541e-04,2.702964505713786348e+05
1.415459091818367376e-01,5.492789680091570391e-04,2.702957627622165019e+05
1.423110222044412509e-01,5.456485511326320762e-04,2.702952038330245414e+05
1.430761352270457643e-01,5.420063233739617643e-04,2.702947773047619849e+05
1.438412482496502776e-01,5.383909773160463694e-04,2.702944885634498205e+05
1.446063612722547909e-01,5.348412055417855072e-04,2.702943448601710843e+05
1.453714742948593042e-01,5.313957006340787933e-04,2.702943553110703942e+05
1.461365873174638175e-01,5.280931551758261686e-04,2.702945308973544743e+05
1.469017003400683308e-01,5.249694362092514671e-04,2.702948065251839580e+05
1.476668133626728441e-01,5.220323099416098855e-04,2.702949791689820122e+05
1.484319263852773574e-01,5.192734385641459369e-04,2.702950524945067591e+05
1.491970394078818707e-01,5.166842937740555395e-04,2.702950449432118330e+05
1.499621524304863840e-01,5.142563472685347196e-04,2.702949768216130906e+05
1.507272654530908973e-01,5.119810707447796120e-04,2.702948703012877959e+05
1.514923784756954106e-01,5.098499358999861349e-04,2.702947494188753190e+05
1.522574914982999239e-01,5.078544144313504229e-04,2.702946396407562424e+05
1.530226045209044372e-01,5.059859780360683942e-04,2.702945238962355652e+05
1.537877175435089505e-01,5.042360984113360752e-04,2.702943862971768249e+05
1.545528305661134638e-01,5.025962472543497091e-04,2.702942339745232603e+05
1.553179435887179771e-01,5.010578962623051056e-04,2.702940730390047538e+05
1.560830566113224904e-01,4.996125171323981826e-04,2.702939085811373661e+05
1.568481696339270037e-01,4.982515815618254003e-04,2.702937446712233941e+05
1.576132826565315170e-01,4.969665612477824597e-04,2.702935843593514874e+05
1.583783956791360303e-01,4.957489278874653875e-04,2.702934296753965318e+05
1.591435087017405436e-01,4.945901531780703183e-04,2.702932816290197661e+05
1.599086217243450569e-01,4.934817088167933871e-04,2.702931402096686652e+05
1.606737347469495703e-01,4.924147275230171365e-04,2.702929945292308694e+05
1.614388477695540836e-01,4.913765069610013560e-04,2.702928113216821221e+05
1.622039607921585969e-01,4.903519197855989034e-04,2.702925852135536843e+05
1.629690738147631102e-01,4.893258003897147735e-04,2.702923121134382091e+05
1.637341868373676235e-01,4.882829831662541774e-04,2.702919869097147021e+05
1.644992998599721368e-01,4.872083025081221639e-04,2.702916034705482889e+05
1.652644128825766501e-01,4.860865928082238360e-04,2.702911546438906225e+05
1.660295259051811634e-01,4.849026884594642966e-04,2.702906322574793594e+05
1.667946389277856767e-01,4.836414238547487028e-04,2.702900271188387414e+05
1.675597519503901900e-01,4.822876333869821576e-04,2.702893290152789559e+05
1.683248649729947033e-01,4.808261514490697638e-04,2.702885267138968338e+05
1.690899779955992166e-01,4.792418124339165703e-04,2.702876079615753260e+05
1.698550910182037299e-01,4.775194507344277342e-04,2.702865594849836780e+05
1.706202040408082432e-01,4.756439007435084667e-04,2.702853696210135822e+05
1.713853170634127565e-01,4.735999968540637625e-04,2.702840428156905109e+05
1.721504300860172698e-01,4.713725734589987787e-04,2.702825683115095017e+05
1.729155431086217831e-01,4.689464649512185639e-04,2.702809327742227470e+05
1.736806561312262964e-01,4.663065057236282212e-04,2.702791243553652312e+05
1.744457691538308097e-01,4.634375301691330703e-04,2.702771326922557200e+05
1.752108821764353230e-01,4.603244008353891514e-04,2.702749526462587528e+05
1.759759951990398363e-01,4.569650880017613547e-04,2.702727914496540907e+05
1.767411082216443496e-01,4.533914863097852845e-04,2.702707677649382968e+05
1.775062212442488629e-01,4.496409061154568753e-04,2.702688771725631086e+05
1.782713342668533762e-01,4.457506577747720076e-04,2.702671167387632886e+05
1.790364472894578896e-01,4.417580516437266160e-04,2.702654850155570894e+05
1.798015603120624029e-01,4.377003980783166349e-04,2.702639820407458465e+05
1.805666733346669162e-01,4.336150074345379449e-04,2.702626093379143858e+05
1.813317863572714295e-01,4.295391900683865347e-04,2.702613699164306163e+05
1.820968993798759428e-01,4.255102563358582305e-04,2.702602682714458206e+05
1.828620124024804561e-01,4.215655165929490210e-04,2.702593103838945972e+05
1.836271254250849694e-01,4.177406077820084731e-04,2.702584465704507893e+05
1.843922384476894827e-01,4.140433616513077030e-04,2.702574275481813238e+05
1.851573514702939960e-01,4.104586962736598145e-04,2.702562322908024071e+05
1.859224644928989534e-01,4.069708461076061668e-04,2.702548727223816095e+05
1.866875775155034667e-01,4.035640456116946790e-04,2.702533622527699335e+05
1.874526905381079800e-01,4.002225292444666562e-04,2.702517157776014647e+05
1.882178035607124933e-01,3.969305314644656262e-04,2.702499496782936621e+05
1.889829165833170066e-01,3.936722867302352795e-04,2.702480818220472429e+05
1.897480296059215199e-01,3.904320295003190357e-04,2.702461314777122461e+05
1.905131426285260332e-01,3.871939942332604766e-04,2.702440777928909520e+05
1.912782556511305465e-01,3.839424153876032928e-04,2.702418943348585744e+05
1.920433686737350598e-01,3.806615274218909037e-04,2.702395832410643343e+05
1.928084816963395731e-01,3.773361469261917876e-04,2.702371689460148336e+05
1.935735947189440864e-01,3.739638431681125840e-04,2.702347821405605064e+05
1.943387077415485997e-01,3.705545942753260416e-04,2.702324453419368365e+05
