#      distance             U_x             U_y             U_z
    0.017468105     0.072116545    2.484521e-16               0
    0.029606807      0.12119313   2.2082713e-16               0
    0.042184752       0.1713445   2.2835375e-16               0
    0.055217834      0.22256171   2.2029071e-16               0
    0.068722522      0.27483523   2.1783699e-16               0
    0.082715881      0.32814996   2.1576261e-16               0
    0.097215595      0.38247947   2.1536905e-16               0
     0.11223999      0.43779897   2.1495237e-16               0
     0.12780804      0.49407922   2.1612849e-16               0
     0.14393943      0.55127173    2.201301e-16               0
     0.16065453      0.60933814   2.2377509e-16               0
     0.17797448      0.66823559   2.2952494e-16               0
     0.19592116      0.72789809   2.3192596e-16               0
     0.21451724      0.78825431   2.3550695e-16               0
     0.23378623       0.8492243   2.3752229e-16               0
     0.25375247      0.91071689   2.4238478e-16               0
      0.2744412      0.97262592   2.4763852e-16               0
     0.29587856       1.0348226   2.5030329e-16               0
     0.31809163       1.0971894   2.4801623e-16               0
     0.34110849       1.1596061   2.4349338e-16               0
     0.36495823       1.2219397   2.4164882e-16               0
     0.38967097       1.2840279   2.3157966e-16               0
     0.41527795       1.3456743   2.2583135e-16               0
     0.44181153       1.4066683   2.2485061e-16               0
     0.46930524       1.4667453   2.1890237e-16               0
     0.49779381       1.5256556    1.960636e-16               0
     0.52731325       1.5831719   1.6084783e-16               0
     0.55790087       1.6390461   1.4939126e-16               0
      0.5895953       1.6929633   1.3989228e-16               0
     0.62243661       1.7445341   1.2251677e-16               0
     0.65646629       1.7933421   1.0684867e-16               0
     0.69172735       1.8389906   9.2827302e-17               0
     0.72826434       1.8810527   7.9877843e-17               0
     0.76612343       1.9190058   6.7691235e-17               0
     0.80535246       1.9522789   5.5915142e-17               0
     0.84600101       1.9802807   4.4154984e-17               0
     0.88812045       2.0023928   3.2222869e-17               0
     0.93176398       2.0178943   1.9879589e-17               0
     0.97698677       2.0260248    6.839941e-18               0
