X,Y,Z,p,U_0,U_1,U_2
0.245196,0.196353,0.0560027,0.0,0.0,0.0,0.0
0.245207,0.195291,0.0558748,0.0,0.0,0.0,0.0
0.246848,0.195286,0.0558885,0.0,0.0,0.0,0.0
0.257887,0.195368,0.0560133,0.0,0.0,0.0,0.0
0.257814,0.196863,0.0559038,0.0,0.0,0.0,0.0
0.255866,0.204738,0.0587068,0.0,0.0,0.0,0.0
0.256567,0.20468,0.0581228,0.0,0.0,0.0,0.0
0.256822,0.206529,0.058307,0.0,0.0,0.0,0.0
0.256285,0.206574,0.0588825,0.0,0.0,0.0,0.0
0.257431,0.204647,0.0577738,0.0,0.0,0.0,0.0
0.257972,0.204581,0.057082,0.0,0.0,0.0,0.0
0.258395,0.205939,0.057611,0.0,0.0,0.0,0.0
0.257929,0.206557,0.0580075,0.0,0.0,0.0,0.0
0.275084,0.20098,0.0557843,0.0,0.0,0.0,0.0
0.274993,0.202234,0.0559223,0.0,0.0,0.0,0.0
0.273447,0.20212,0.0559223,0.0,0.0,0.0,0.0
0.273504,0.200542,0.055883,0.0,0.0,0.0,0.0
0.276625,0.202213,0.0557672,0.0,0.0,0.0,0.0
0.277162,0.201841,0.0546115,0.0,0.0,0.0,0.0
0.278485,0.20212,0.0544319,0.0,0.0,0.0,0.0
0.278218,0.202675,0.055611,0.0,0.0,0.0,0.0
0.275944,0.201489,0.055347,0.0,0.0,0.0,0.0
0.276017,0.201467,0.0547361,0.0,0.0,0.0,0.0
0.268674,0.21618,0.0589435,0.0,0.0,0.0,0.0
0.269066,0.214277,0.058733,0.0,0.0,0.0,0.0
0.270032,0.214341,0.0589097,0.0,0.0,0.0,0.0
0.269873,0.215704,0.0589173,0.0,0.0,0.0,0.0
0.276569,0.21084,0.0589436,0.0,0.0,0.0,0.0
0.27653,0.209752,0.0585275,0.0,0.0,0.0,0.0
0.278118,0.209726,0.0584455,0.0,0.0,0.0,0.0
0.278153,0.210473,0.058977,0.0,0.0,0.0,0.0
0.27656,0.208491,0.0578861,0.0,0.0,0.0,0.0
0.278086,0.208494,0.0578896,0.0,0.0,0.0,0.0
0.259318,0.239152,0.0558713,0.0,0.0,0.0,0.0
0.25777,0.238919,0.0556561,0.0,0.0,0.0,0.0
0.257776,0.237575,0.0558981,0.0,0.0,0.0,0.0
0.258954,0.238019,0.0558872,0.0,0.0,0.0,0.0
0.261066,0.238813,0.0562013,0.0,0.0,0.0,0.0
0.262344,0.239624,0.056552,0.0,0.0,0.0,0.0
0.298828,0.229664,0.0589439,0.0,-1.4e-44,3.74e-43,-6e-44
0.296748,0.229741,0.0589702,0.0,1.1e-44,4.09e-43,-9.2e-44
0.296702,0.227991,0.0589931,0.0,3e-45,7.4e-44,4e-45
0.29874,0.227926,0.0589192,0.0,-3e-45,9.2e-44,8e-45
0.307621,0.228546,0.0561461,0.0,-4.2e-44,1.25e-43,-7e-45
0.306463,0.227916,0.0559422,0.0,-2.8e-44,8.7e-44,-6e-45
0.306444,0.229761,0.0559595,0.0,-8.1e-44,2.12e-43,-3.4e-44
0.307999,0.229847,0.0561884,0.0,-9.4e-44,2.47e-43,-1.7e-44
0.308046,0.231639,0.0558838,0.0,-3.15e-43,7e-43,-3e-44
0.309496,0.231785,0.0558963,0.0,-2.65e-43,6.29e-43,-1.3e-44
0.309567,0.230305,0.056082,0.0,-1.7e-43,4.04e-43,-1.3e-44
0.312907,0.235464,0.0570445,0.0,-3.12e-42,5.068e-42,2.731e-42
0.312291,0.235457,0.0559463,0.0,-3.018e-42,4.956e-42,2.52e-42
0.303195,0.231694,0.0589522,0.0,-3.05e-43,1.36e-42,-3e-43
0.303119,0.229874,0.0588754,0.0,-9.4e-44,3.77e-43,-2.1e-44
0.304615,0.229952,0.0584183,0.0,-1.11e-43,3.28e-43,-2.5e-44
0.304697,0.231475,0.0589198,0.0,-3.14e-43,9.99e-43,-1.61e-43
0.306769,0.23504,0.0589305,0.0,-3.297e-42,7.773e-42,5.2e-43
0.306098,0.235831,0.0590145,0.0,-7.259e-42,1.8106e-41,-8.4e-44
0.304973,0.23526,0.0592781,0.0,-5.61e-42,1.4714e-41,-8.65e-43
0.304529,0.234023,0.0588695,0.0,-1.766e-42,5.105e-42,-5.24e-43
0.305737,0.23381,0.0589601,0.0,-1.436e-42,3.646e-42,-2.86e-43
0.306613,0.233662,0.0589608,0.0,-1.312e-42,3.136e-42,-1.28e-43
0.307904,0.23367,0.0586846,0.0,-1.35e-42,2.97e-42,7.1e-44
0.307889,0.235237,0.0589194,0.0,-3.865e-42,8.238e-42,1.453e-42
0.30778,0.236318,0.058976,0.0,-5.99e-42,1.261e-41,2.752e-42
0.307803,0.237718,0.0589795,0.0,-1.4279e-41,2.9406e-41,1.1052e-41
0.30648,0.237668,0.0592639,0.0,-1.9649e-41,4.5444e-41,5.6e-42
0.271744,0.245466,0.0560866,0.0,8.682e-42,1.1011e-41,7.514e-42
0.273331,0.245445,0.055072,0.0,1.7169e-41,1.953e-41,9.036e-42
0.271935,0.244822,0.0556312,0.0,6.302e-42,7.022e-42,4.769e-42
0.279624,0.251142,0.0558893,0.0,3.1579508e-38,9.2342464e-38,1.2775047e-37
0.280177,0.25236,0.0561221,0.0,5.55212e-38,1.77829e-37,2.44954e-37
0.281243,0.252977,0.0559149,0.0,2.0372402e-37,7.2253635e-37,7.7221545e-37
0.281253,0.251117,0.0559148,0.0,8.473023e-38,2.052736e-37,2.467904e-37
0.278085,0.251085,0.0568599,0.0,5.945924e-39,1.4147506e-38,2.1251653e-38
0.278065,0.250654,0.0579243,0.0,5.649937e-39,1.3802906e-38,2.1643642e-38
0.279678,0.251089,0.0577889,0.0,2.8072355e-38,9.269233e-38,1.3746785e-37
0.278993,0.251847,0.056848,0.0,3.1507635e-38,1.0446287e-37,1.4880673e-37
0.280215,0.25237,0.0578456,0.0,5.07984e-38,1.86293e-37,2.72323e-37
0.279812,0.25274,0.0568543,0.0,5.321475e-38,1.8196252e-37,2.5832004e-37
0.281329,0.251035,0.0582421,0.0,7.3693586e-38,1.6378026e-37,2.3263117e-37
0.281162,0.249656,0.0588913,0.0,2.7805052e-38,5.292619e-38,7.015741e-38
0.282306,0.249811,0.0589368,0.0,5.327415e-38,9.4036796e-38,9.851165e-38
0.282444,0.251115,0.0589609,0.0,1.0856007e-37,2.4678687e-37,3.239789e-37
0.287454,0.255359,0.0586843,0.0,6.2023205e-36,1.345425e-35,1.9597132e-35
0.285926,0.254963,0.0588292,0.0,1.8808258e-36,4.2467775e-36,6.558699e-36
0.28304,0.248921,0.0591006,0.0,2.7383855e-38,4.814898e-38,3.9417853e-38
0.284058,0.249632,0.0593985,0.0,5.7860987e-38,1.0087815e-37,9.398888e-38
0.284618,0.250948,0.0589201,0.0,1.5674088e-37,3.2179671e-37,3.6368343e-37
0.288981,0.25309,0.0550618,0.0,5.3014995e-37,2.514721e-36,-4.126849e-38
0.288923,0.253688,0.0556382,0.0,3.5108473e-36,1.006792e-35,5.2517926e-36
0.290054,0.253865,0.0556416,0.0,3.6990796e-36,1.4226013e-35,5.959707e-36
0.290195,0.253594,0.0551474,0.0,9.592058e-37,8.698129e-36,2.0406665e-36
0.288983,0.255147,0.0559411,0.0,1.7560442e-35,4.4516795e-35,3.482119e-35
0.290523,0.255136,0.0559809,0.0,1.6828129e-35,5.515431e-35,3.5596449e-35
0.293837,0.255088,0.0589683,0.0,4.091307e-36,1.7588275e-35,2.3954923e-35
0.295331,0.254613,0.0589515,0.0,4.435385e-36,2.1687872e-35,3.370957e-35
0.303515,0.247847,0.0588675,0.0,-3.1810512e-38,1.2182243e-37,1.7423052e-37
0.304713,0.247427,0.0589139,0.0,-2.3664024e-38,7.0198265e-38,1.0453879e-37
0.304722,0.249248,0.0587565,0.0,-9.3319785e-38,2.7861896e-37,4.9626575e-37
0.303145,0.249217,0.0588599,0.0,-7.493623e-38,4.2716326e-37,7.3142533e-37
0.301979,0.249734,0.0588578,0.0,-1.0958597e-38,6.9771346e-37,1.054549e-36
0.301398,0.249129,0.0591436,0.0,5.88404e-39,3.0655698e-37,4.3052095e-37
0.301937,0.247776,0.0595889,0.0,-1.718537e-39,9.295778e-38,1.4828087e-37
