X,Y,Z,p,U_0,U_1,U_2
0.25741,0.248683,0.00557761,0.0,0.4,0.0,0.0
0.257843,0.247316,0.00555279,0.0,0.4,0.0,0.0
0.259377,0.246841,0.0055793,0.0,0.4,0.0,0.0
0.253647,0.26078,0.00370561,0.0,0.4,0.0,0.0
0.254787,0.260804,0.00353073,0.0,0.4,0.0,0.0
0.254776,0.258903,0.00347685,0.0,0.4,0.0,0.0
0.253815,0.25891,0.00399156,0.0,0.4,0.0,0.0
0.253293,0.258917,0.00446687,0.0,0.4,0.0,0.0
0.253111,0.260863,0.00433048,0.0,0.4,0.0,0.0
0.253563,0.262754,0.00441318,0.0,0.4,0.0,0.0
0.253827,0.262017,0.00388323,0.0,0.4,0.0,0.0
0.254429,0.263196,0.00432427,0.0,0.4,0.0,0.0
0.25472,0.262758,0.00364896,0.0,0.4,0.0,0.0
0.254787,0.256961,0.00348161,0.0,0.4,0.0,0.0
0.253066,0.256978,0.00444654,0.0,0.4,0.0,0.0
0.259305,0.260738,0.00350551,0.0,0.4,0.0,0.0
0.259384,0.258854,0.00353151,0.0,0.4,0.0,0.0
0.25783,0.258882,0.00353079,0.0,0.4,0.0,0.0
0.257817,0.260811,0.00351841,0.0,0.4,0.0,0.0
0.260974,0.258829,0.00341669,0.0,0.4,0.0,0.0
0.260857,0.25688,0.00354225,0.0,0.4,0.0,0.0
0.259408,0.256934,0.00352737,0.0,0.4,0.0,0.0
0.262102,0.256831,0.00344344,0.0,0.4,0.0,0.0
0.261776,0.257977,0.0038947,0.0,0.4,0.0,0.0
0.257834,0.256944,0.00353781,0.0,0.4,0.0,0.0
0.260516,0.260708,0.00363412,0.0,0.4,0.0,0.0
0.259683,0.263132,0.0043327,0.0,0.4,0.0,0.0
0.259262,0.262604,0.00366943,0.0,0.4,0.0,0.0
0.254517,0.264693,0.004342,0.0,0.4,0.0,0.0
0.255102,0.264599,0.00363644,0.0,0.4,0.0,0.0
0.256271,0.26677,0.00420997,0.0,0.4,0.0,0.0
0.256258,0.265904,0.00351003,0.0,0.4,0.0,0.0
0.255268,0.265798,0.00355925,0.0,0.4,0.0,0.0
0.254807,0.266462,0.00431986,0.0,0.4,0.0,0.0
0.253735,0.26643,0.00598378,0.0,0.4,0.0,0.0
0.253709,0.267851,0.00593477,0.0,0.4,0.0,0.0
0.253884,0.267711,0.00543207,0.0,0.4,0.0,0.0
0.253729,0.266465,0.00523564,0.0,0.4,0.0,0.0
0.257696,0.266491,0.00418206,0.0,0.4,0.0,0.0
0.25722,0.265829,0.00352998,0.0,0.4,0.0,0.0
0.259694,0.264806,0.00495598,0.0,0.4,0.0,0.0
0.260747,0.264708,0.0060229,0.0,0.4,0.0,0.0
