X,Y,Z,U_x,U_y,U_z,U_mag,p
0.204562,0.218239,0.0471233,0.0,0.0,0.0,0.09342735647701908,0.0
0.207671,0.222143,0.0454747,0.0,0.0,0.0,0.09342735647701908,0.0
0.214058,0.21823,0.0426061,0.0,0.0,0.0,0.09342735647701908,0.0
0.258233,0.214345,0.0448257,0.0,0.0,0.0,0.09342735647701908,0.0
0.260976,0.214316,0.043082,0.0,0.0,0.0,0.09342735647701908,0.0
0.257867,0.210428,0.044327,0.0,0.0,0.0,0.09342735647701908,0.0
0.254761,0.218217,0.0443505,0.0,0.0,0.0,0.09342735647701908,0.0
0.254675,0.222319,0.0443429,0.0,0.0,0.0,0.09342735647701908,0.0
0.25726,0.218004,0.0440772,0.0,0.0,0.0,0.09342735647701908,0.0
0.260977,0.218219,0.0431063,0.0,0.0,0.0,0.09342735647701908,0.0
0.257857,0.222143,0.0430558,0.0,0.0,0.0,0.09342735647701908,0.0
0.257841,0.218203,0.0429293,0.0,0.0,0.0,0.09342735647701908,0.0
0.255055,0.214249,0.0460331,0.0,0.0,0.0,0.09342735647701908,0.0
0.25398,0.210339,0.0470465,0.0,0.0,0.0,0.09342735647701908,0.0
0.251801,0.214347,0.0472213,0.0,0.0,0.0,0.09342735647701908,0.0
0.255081,0.210911,0.0459157,0.0,0.0,0.0,0.09342735647701908,0.0
0.254066,0.214149,0.046887,0.0,0.0,0.0,0.09342735647701908,0.0
0.25202,0.222198,0.0459762,0.0,0.0,0.0,0.09342735647701908,0.0
0.25158,0.218211,0.0472414,0.0,0.0,0.0,0.09342735647701908,0.0
0.251857,0.218329,0.0459965,0.0,0.0,0.0,0.09342735647701908,0.0
0.270299,0.210467,0.0428249,0.0,0.0,0.0,0.09342735647701908,0.0
0.272948,0.214378,0.0428413,0.0,0.0,0.0,0.09342735647701908,0.0
0.270307,0.214339,0.0428318,0.0,0.0,0.0,0.09342735647701908,0.0
0.264493,0.218687,0.0431412,0.0,0.0,0.0,0.09342735647701908,0.0
0.267208,0.222076,0.0428311,0.0,0.0,0.0,0.09342735647701908,0.0
0.267237,0.218207,0.0428335,0.0,0.0,0.0,0.09342735647701908,0.0
0.272718,0.21805,0.0425241,0.0,0.0,0.0,0.09342735647701908,0.0
0.270279,0.222046,0.0427955,0.0,0.0,0.0,0.09342735647701908,0.0
0.270312,0.218198,0.042821,0.0,0.0,0.0,0.09342735647701908,0.0
0.210857,0.225953,0.0439576,0.0,0.0,0.0,0.09342735647701908,0.0
0.204735,0.22588,0.0469025,0.0,0.0,0.0,0.09342735647701908,0.0
0.204937,0.229219,0.0470909,0.0,0.0,0.0,0.09342735647701908,0.0
0.210755,0.226124,0.0454393,0.0,0.0,0.0,0.09342735647701908,0.0
0.207306,0.226585,0.0468597,0.0,0.0,0.0,0.09342735647701908,0.0
0.210856,0.230307,0.0468666,0.0,0.0,0.0,0.09342735647701908,0.0
0.207758,0.225486,0.0455422,0.0,0.0,0.0,0.09342735647701908,0.0
0.207744,0.229784,0.0468823,0.0,0.0,0.0,0.09342735647701908,0.0
0.210883,0.233225,0.0469005,0.0,0.0,0.0,0.09342735647701908,0.0
0.220202,0.229978,0.0439701,0.0,0.0,0.0,0.09342735647701908,0.0
0.223369,0.229892,0.0425857,0.0,0.0,0.0,0.09342735647701908,0.0
0.220314,0.230088,0.0426126,0.0,0.0,0.0,0.09342735647701908,0.0
0.220279,0.233312,0.0439271,0.0,0.0,0.0,0.09342735647701908,0.0
0.223285,0.234254,0.0439363,0.0,0.0,0.0,0.09342735647701908,0.0
0.217014,0.230076,0.0454227,0.0,0.0,0.0,0.09342735647701908,0.0
0.213642,0.230312,0.0455266,0.0,0.0,0.0,0.09342735647701908,0.0
0.214096,0.233611,0.0469085,0.0,0.0,0.0,0.09342735647701908,0.0
0.217302,0.236724,0.0474137,0.0,0.0,0.0,0.09342735647701908,0.0
0.217091,0.234247,0.0468403,0.0,0.0,0.0,0.09342735647701908,0.0
0.220271,0.23406,0.0456505,0.0,0.0,0.0,0.09342735647701908,0.0
0.2203,0.236807,0.0478468,0.0,0.0,0.0,0.09342735647701908,0.0
0.22329,0.233979,0.0454484,0.0,0.0,0.0,0.09342735647701908,0.0
0.229651,0.233854,0.044013,0.0,0.0,0.0,0.09342735647701908,0.0
0.226552,0.233497,0.04269,0.0,0.0,0.0,0.09342735647701908,0.0
0.229353,0.234053,0.0425978,0.0,0.0,0.0,0.09342735647701908,0.0
0.226468,0.233904,0.0439426,0.0,0.0,0.0,0.09342735647701908,0.0
0.229773,0.236783,0.0444236,0.0,0.0,0.0,0.09342735647701908,0.0
0.232832,0.233928,0.0440538,0.0,0.0,0.0,0.09342735647701908,0.0
0.235946,0.234162,0.0426356,0.0,0.0,0.0,0.09342735647701908,0.0
0.235257,0.236749,0.0445493,0.0,0.0,0.0,0.09342735647701908,0.0
0.232777,0.233972,0.0425804,0.0,0.0,0.0,0.09342735647701908,0.0
0.236066,0.234254,0.0441538,0.0,0.0,0.0,0.09342735647701908,0.0
0.232821,0.236781,0.0444924,0.0,0.0,0.0,0.09342735647701908,0.0
0.229657,0.233614,0.0456474,0.0,0.0,0.0,0.09342735647701908,0.0
0.226666,0.236769,0.045798,0.0,0.0,0.0,0.09342735647701908,0.0
0.22966,0.237212,0.0472507,0.0,0.0,0.0,0.09342735647701908,0.0
0.226436,0.233911,0.0455051,0.0,0.0,0.0,0.09342735647701908,0.0
0.229692,0.2367,0.0457882,0.0,0.0,0.0,0.09342735647701908,0.0
0.229664,0.233651,0.0471962,0.0,0.0,0.0,0.09342735647701908,0.0
0.232852,0.233662,0.0457034,0.0,0.0,0.0,0.09342735647701908,0.0
0.235258,0.236617,0.0454682,0.0,0.0,0.0,0.09342735647701908,0.0
0.236108,0.233964,0.0471967,0.0,0.0,0.0,0.09342735647701908,0.0
0.232644,0.23672,0.0472333,0.0,0.0,0.0,0.09342735647701908,0.0
0.23602,0.233809,0.0457502,0.0,0.0,0.0,0.09342735647701908,0.0
0.232759,0.236711,0.0457284,0.0,0.0,0.0,0.09342735647701908,0.0
0.232856,0.233626,0.0472172,0.0,0.0,0.0,0.09342735647701908,0.0
0.245392,0.229939,0.0444632,0.0,0.0,0.0,0.09342735647701908,0.0
0.248746,0.230154,0.0444221,0.0,0.0,0.0,0.09342735647701908,0.0
0.242385,0.234301,0.044634,0.0,0.0,0.0,0.09342735647701908,0.0
0.239109,0.234044,0.0428258,0.0,0.0,0.0,0.09342735647701908,0.0
0.242283,0.234003,0.0429987,0.0,0.0,0.0,0.09342735647701908,0.0
0.239174,0.234016,0.0443793,0.0,0.0,0.0,0.09342735647701908,0.0
0.245204,0.23306,0.0441986,0.0,0.0,0.0,0.09342735647701908,0.0
0.248463,0.233447,0.0427763,0.0,0.0,0.0,0.09342735647701908,0.0
0.245374,0.23384,0.0429852,0.0,0.0,0.0,0.09342735647701908,0.0
0.242393,0.230051,0.0458995,0.0,0.0,0.0,0.09342735647701908,0.0
0.242346,0.229958,0.0471976,0.0,0.0,0.0,0.09342735647701908,0.0
0.245353,0.230148,0.0458129,0.0,0.0,0.0,0.09342735647701908,0.0
0.248925,0.226456,0.0459161,0.0,0.0,0.0,0.09342735647701908,0.0
0.245544,0.226173,0.0471783,0.0,0.0,0.0,0.09342735647701908,0.0
0.24548,0.229497,0.0471969,0.0,0.0,0.0,0.09342735647701908,0.0
0.239064,0.233874,0.0473011,0.0,0.0,0.0,0.09342735647701908,0.0
0.239449,0.234128,0.0459227,0.0,0.0,0.0,0.09342735647701908,0.0
0.25786,0.226084,0.0428301,0.0,0.0,0.0,0.09342735647701908,0.0
0.260939,0.229656,0.0428175,0.0,0.0,0.0,0.09342735647701908,0.0
0.257851,0.229762,0.0428013,0.0,0.0,0.0,0.09342735647701908,0.0
0.295988,0.300532,0.0429433,0.0,0.0,0.0,0.09342735647701908,0.0
0.298324,0.299453,0.0439004,0.0,0.0,0.0,0.09342735647701908,0.0
0.298426,0.295724,0.0443116,0.0,0.0,0.0,0.09342735647701908,0.0
0.29528,0.299164,0.0438933,0.0,0.0,0.0,0.09342735647701908,0.0
0.292223,0.291883,0.0469341,0.0,0.0,0.0,0.09342735647701908,0.0
0.295405,0.292021,0.0458161,0.0,0.0,0.0,0.09342735647701908,0.0
0.299026,0.288846,0.0458782,0.0,0.0,0.0,0.09342735647701908,0.0
0.295186,0.288396,0.0469766,0.0,0.0,0.0,0.09342735647701908,0.0
0.298393,0.291776,0.0470728,0.0,0.0,0.0,0.09342735647701908,0.0
0.298551,0.291951,0.0457397,0.0,0.0,0.0,0.09342735647701908,0.0
0.294686,0.291075,0.0466802,0.0,0.0,0.0,0.09342735647701908,0.0
0.292361,0.295892,0.0457823,0.0,0.0,0.0,0.09342735647701908,0.0
0.289366,0.29579,0.0469346,0.0,0.0,0.0,0.09342735647701908,0.0
0.29181,0.299085,0.0453902,0.0,0.0,0.0,0.09342735647701908,0.0
0.292027,0.295616,0.0468739,0.0,0.0,0.0,0.09342735647701908,0.0
0.294823,0.295062,0.0451859,0.0,0.0,0.0,0.09342735647701908,0.0
0.298418,0.29568,0.0455478,0.0,0.0,0.0,0.09342735647701908,0.0
0.304759,0.295614,0.0440657,0.0,0.0,0.0,0.09342735647701908,0.0
0.301621,0.296345,0.0428008,0.0,0.0,0.0,0.09342735647701908,0.0
0.304632,0.299403,0.0424541,0.0,0.0,0.0,0.09342735647701908,0.0
0.304756,0.295855,0.0426242,0.0,0.0,0.0,0.09342735647701908,0.0
0.30113,0.295165,0.0438662,0.0,0.0,0.0,0.09342735647701908,0.0
0.307789,0.295912,0.0443735,0.0,0.0,0.0,0.09342735647701908,0.0
0.307729,0.295515,0.0426276,0.0,0.0,0.0,0.09342735647701908,0.0
0.307753,0.299595,0.0443871,0.0,0.0,0.0,0.09342735647701908,0.0
0.304884,0.291878,0.0455564,0.0,0.0,0.0,0.09342735647701908,0.0
0.301634,0.288163,0.045825,0.0,0.0,0.0,0.09342735647701908,0.0
0.30476,0.287962,0.0470848,0.0,0.0,0.0,0.09342735647701908,0.0
0.304616,0.288175,0.0458257,0.0,0.0,0.0,0.09342735647701908,0.0
0.301566,0.291834,0.0456963,0.0,0.0,0.0,0.09342735647701908,0.0
0.304814,0.29186,0.0471465,0.0,0.0,0.0,0.09342735647701908,0.0
0.307767,0.291229,0.0456665,0.0,0.0,0.0,0.09342735647701908,0.0
0.307661,0.2881,0.0471904,0.0,0.0,0.0,0.09342735647701908,0.0
0.307733,0.291852,0.0472219,0.0,0.0,0.0,0.09342735647701908,0.0
0.304973,0.295734,0.0457242,0.0,0.0,0.0,0.09342735647701908,0.0
0.304857,0.299582,0.045744,0.0,0.0,0.0,0.09342735647701908,0.0
0.304827,0.295731,0.0472082,0.0,0.0,0.0,0.09342735647701908,0.0
0.308029,0.299655,0.0472867,0.0,0.0,0.0,0.09342735647701908,0.0
0.307705,0.295726,0.0472779,0.0,0.0,0.0,0.09342735647701908,0.0
0.295165,0.307363,0.0441135,0.0,0.0,0.0,0.09342735647701908,0.0
0.295354,0.303473,0.0428384,0.0,0.0,0.0,0.09342735647701908,0.0
0.298334,0.307291,0.0425522,0.0,0.0,0.0,0.09342735647701908,0.0
0.295227,0.307379,0.0428114,0.0,0.0,0.0,0.09342735647701908,0.0
0.295223,0.303422,0.0440854,0.0,0.0,0.0,0.09342735647701908,0.0
0.294855,0.31139,0.0440642,0.0,0.0,0.0,0.09342735647701908,0.0
0.295269,0.315013,0.0426377,0.0,0.0,0.0,0.09342735647701908,0.0
0.294819,0.311159,0.0423052,0.0,0.0,0.0,0.09342735647701908,0.0
0.294839,0.315303,0.0442595,0.0,0.0,0.0,0.09342735647701908,0.0
0.291726,0.307804,0.0455192,0.0,0.0,0.0,0.09342735647701908,0.0
0.291945,0.303478,0.0454595,0.0,0.0,0.0,0.09342735647701908,0.0
0.291685,0.307921,0.0475468,0.0,0.0,0.0,0.09342735647701908,0.0
0.292569,0.310481,0.0470993,0.0,0.0,0.0,0.09342735647701908,0.0
0.294843,0.311501,0.0457948,0.0,0.0,0.0,0.09342735647701908,0.0
0.298157,0.315305,0.045958,0.0,0.0,0.0,0.09342735647701908,0.0
0.295653,0.315112,0.0457773,0.0,0.0,0.0,0.09342735647701908,0.0
0.294982,0.311418,0.0475309,0.0,0.0,0.0,0.09342735647701908,0.0
0.30843,0.306715,0.0446525,0.0,0.0,0.0,0.09342735647701908,0.0
0.307892,0.303429,0.0428539,0.0,0.0,0.0,0.09342735647701908,0.0
0.310778,0.307437,0.0424484,0.0,0.0,0.0,0.09342735647701908,0.0
0.307959,0.307284,0.042914,0.0,0.0,0.0,0.09342735647701908,0.0
0.307777,0.303401,0.0443651,0.0,0.0,0.0,0.09342735647701908,0.0
0.307942,0.311179,0.0442861,0.0,0.0,0.0,0.09342735647701908,0.0
0.311182,0.311219,0.0429332,0.0,0.0,0.0,0.09342735647701908,0.0
0.308004,0.315089,0.0443117,0.0,0.0,0.0,0.09342735647701908,0.0
0.304794,0.303439,0.0457401,0.0,0.0,0.0,0.09342735647701908,0.0
0.308047,0.306886,0.0457696,0.0,0.0,0.0,0.09342735647701908,0.0
0.308342,0.303375,0.0468745,0.0,0.0,0.0,0.09342735647701908,0.0
0.307285,0.303428,0.0458433,0.0,0.0,0.0,0.09342735647701908,0.0
0.308091,0.307274,0.0470877,0.0,0.0,0.0,0.09342735647701908,0.0
0.30811,0.311153,0.0457572,0.0,0.0,0.0,0.09342735647701908,0.0
0.307846,0.315103,0.0473546,0.0,0.0,0.0,0.09342735647701908,0.0
0.308242,0.315092,0.0458364,0.0,0.0,0.0,0.09342735647701908,0.0
0.308217,0.311202,0.0472486,0.0,0.0,0.0,0.09342735647701908,0.0
0.297996,0.319531,0.0445886,0.0,0.0,0.0,0.09342735647701908,0.0
0.298421,0.318487,0.0458081,0.0,0.0,0.0,0.09342735647701908,0.0
0.307925,0.322728,0.0442769,0.0,0.0,0.0,0.09342735647701908,0.0
0.307971,0.319011,0.0429351,0.0,0.0,0.0,0.09342735647701908,0.0
0.308548,0.32355,0.0433572,0.0,0.0,0.0,0.09342735647701908,0.0
0.308045,0.31908,0.0444078,0.0,0.0,0.0,0.09342735647701908,0.0
0.304656,0.327096,0.0430684,0.0,0.0,0.0,0.09342735647701908,0.0
0.307599,0.326433,0.0427991,0.0,0.0,0.0,0.09342735647701908,0.0
0.304659,0.322768,0.0460124,0.0,0.0,0.0,0.09342735647701908,0.0
0.301438,0.31909,0.0459389,0.0,0.0,0.0,0.09342735647701908,0.0
0.304672,0.319019,0.0473811,0.0,0.0,0.0,0.09342735647701908,0.0
0.302063,0.322114,0.0458465,0.0,0.0,0.0,0.09342735647701908,0.0
0.308235,0.31939,0.047767,0.0,0.0,0.0,0.09342735647701908,0.0
0.307809,0.319029,0.0458581,0.0,0.0,0.0,0.09342735647701908,0.0
0.223406,0.183261,0.0488594,0.0,0.0,0.0,0.09342735647701908,0.0
0.22031,0.183251,0.0488771,0.0,0.0,0.0,0.09342735647701908,0.0
0.217278,0.187562,0.0501732,0.0,0.0,0.0,0.09342735647701908,0.0
0.213991,0.186687,0.0492467,0.0,0.0,0.0,0.09342735647701908,0.0
0.214021,0.190987,0.0503337,0.0,0.0,0.0,0.09342735647701908,0.0
0.216619,0.186369,0.0494042,0.0,0.0,0.0,0.09342735647701908,0.0
0.217157,0.191026,0.0503297,0.0,0.0,0.0,0.09342735647701908,0.0
0.220333,0.186875,0.0505295,0.0,0.0,0.0,0.09342735647701908,0.0
0.22342,0.186814,0.0505519,0.0,0.0,0.0,0.09342735647701908,0.0
0.21711,0.191588,0.0518972,0.0,0.0,0.0,0.09342735647701908,0.0
0.223468,0.190811,0.0518439,0.0,0.0,0.0,0.09342735647701908,0.0
0.220298,0.191169,0.0519035,0.0,0.0,0.0,0.09342735647701908,0.0
0.235924,0.183239,0.0488695,0.0,0.0,0.0,0.09342735647701908,0.0
0.232827,0.183242,0.048867,0.0,0.0,0.0,0.09342735647701908,0.0
0.229683,0.187118,0.0502761,0.0,0.0,0.0,0.09342735647701908,0.0
0.226067,0.186546,0.0508421,0.0,0.0,0.0,0.09342735647701908,0.0
0.232863,0.186239,0.0510023,0.0,0.0,0.0,0.09342735647701908,0.0
0.235988,0.186805,0.0505935,0.0,0.0,0.0,0.09342735647701908,0.0
0.226116,0.190483,0.0521106,0.0,0.0,0.0,0.09342735647701908,0.0
0.226634,0.187888,0.0516565,0.0,0.0,0.0,0.09342735647701908,0.0
0.229656,0.190962,0.0520436,0.0,0.0,0.0,0.09342735647701908,0.0
0.235928,0.190939,0.0519802,0.0,0.0,0.0,0.09342735647701908,0.0
0.2328,0.191169,0.0534611,0.0,0.0,0.0,0.09342735647701908,0.0
0.235985,0.187601,0.0517537,0.0,0.0,0.0,0.09342735647701908,0.0
0.241632,0.187914,0.0502824,0.0,0.0,0.0,0.09342735647701908,0.0
0.239467,0.186509,0.0490383,0.0,0.0,0.0,0.09342735647701908,0.0
0.239083,0.190942,0.0503849,0.0,0.0,0.0,0.09342735647701908,0.0
0.242178,0.186826,0.0489095,0.0,0.0,0.0,0.09342735647701908,0.0
0.239016,0.18742,0.0502571,0.0,0.0,0.0,0.09342735647701908,0.0
0.242225,0.190914,0.0503283,0.0,0.0,0.0,0.09342735647701908,0.0
0.24536,0.191007,0.0487915,0.0,0.0,0.0,0.09342735647701908,0.0
0.248549,0.191088,0.0502068,0.0,0.0,0.0,0.09342735647701908,0.0
0.245312,0.191042,0.0502722,0.0,0.0,0.0,0.09342735647701908,0.0
0.241523,0.187953,0.0515469,0.0,0.0,0.0,0.09342735647701908,0.0
0.239083,0.190957,0.0518947,0.0,0.0,0.0,0.09342735647701908,0.0
0.242189,0.191013,0.0532878,0.0,0.0,0.0,0.09342735647701908,0.0
0.239006,0.187643,0.051717,0.0,0.0,0.0,0.09342735647701908,0.0
0.24223,0.19084,0.0518473,0.0,0.0,0.0,0.09342735647701908,0.0
0.248806,0.190588,0.0515882,0.0,0.0,0.0,0.09342735647701908,0.0
0.245315,0.191009,0.0532547,0.0,0.0,0.0,0.09342735647701908,0.0
0.245387,0.190686,0.0517654,0.0,0.0,0.0,0.09342735647701908,0.0
0.251515,0.191336,0.051787,0.0,0.0,0.0,0.09342735647701908,0.0
0.253995,0.191939,0.0520075,0.0,0.0,0.0,0.09342735647701908,0.0
0.207786,0.198803,0.0502746,0.0,0.0,0.0,0.09342735647701908,0.0
0.207688,0.19484,0.0489761,0.0,0.0,0.0,0.09342735647701908,0.0
0.21094,0.19494,0.0501743,0.0,0.0,0.0,0.09342735647701908,0.0
0.207438,0.19456,0.0504711,0.0,0.0,0.0,0.09342735647701908,0.0
0.20462,0.202667,0.0503689,0.0,0.0,0.0,0.09342735647701908,0.0
0.201311,0.202629,0.0489779,0.0,0.0,0.0,0.09342735647701908,0.0
0.20172,0.206611,0.0504059,0.0,0.0,0.0,0.09342735647701908,0.0
0.204629,0.20656,0.0502706,0.0,0.0,0.0,0.09342735647701908,0.0
0.211505,0.195667,0.0516274,0.0,0.0,0.0,0.09342735647701908,0.0
0.211021,0.198866,0.0519035,0.0,0.0,0.0,0.09342735647701908,0.0
0.207892,0.202799,0.0518696,0.0,0.0,0.0,0.09342735647701908,0.0
0.210701,0.206629,0.0518269,0.0,0.0,0.0,0.09342735647701908,0.0
0.210894,0.202648,0.0518929,0.0,0.0,0.0,0.09342735647701908,0.0
0.207919,0.20657,0.0518871,0.0,0.0,0.0,0.09342735647701908,0.0
0.217153,0.198792,0.0519127,0.0,0.0,0.0,0.09342735647701908,0.0
0.214077,0.194979,0.0518948,0.0,0.0,0.0,0.09342735647701908,0.0
0.217195,0.19494,0.0519057,0.0,0.0,0.0,0.09342735647701908,0.0
0.214062,0.198838,0.0518691,0.0,0.0,0.0,0.09342735647701908,0.0
0.220291,0.198789,0.0517607,0.0,0.0,0.0,0.09342735647701908,0.0
0.223413,0.194915,0.0519557,0.0,0.0,0.0,0.09342735647701908,0.0
0.220458,0.195219,0.0529253,0.0,0.0,0.0,0.09342735647701908,0.0
0.223001,0.198291,0.0537189,0.0,0.0,0.0,0.09342735647701908,0.0
0.219692,0.194171,0.0523283,0.0,0.0,0.0,0.09342735647701908,0.0
0.220327,0.19881,0.0529204,0.0,0.0,0.0,0.09342735647701908,0.0
0.217156,0.20267,0.0517933,0.0,0.0,0.0,0.09342735647701908,0.0
0.214026,0.206547,0.0519214,0.0,0.0,0.0,0.09342735647701908,0.0
0.2147,0.202851,0.0529595,0.0,0.0,0.0,0.09342735647701908,0.0
0.217698,0.207276,0.0533119,0.0,0.0,0.0,0.09342735647701908,0.0
0.213548,0.202151,0.0521143,0.0,0.0,0.0,0.09342735647701908,0.0
0.217149,0.206553,0.0518471,0.0,0.0,0.0,0.09342735647701908,0.0
0.217195,0.202717,0.0529137,0.0,0.0,0.0,0.09342735647701908,0.0
0.223411,0.202681,0.0533256,0.0,0.0,0.0,0.09342735647701908,0.0
0.220276,0.206552,0.0533373,0.0,0.0,0.0,0.09342735647701908,0.0
0.219965,0.202647,0.0535029,0.0,0.0,0.0,0.09342735647701908,0.0
0.229653,0.194887,0.0533787,0.0,0.0,0.0,0.09342735647701908,0.0
0.22654,0.198802,0.053315,0.0,0.0,0.0,0.09342735647701908,0.0
0.229677,0.198813,0.0533166,0.0,0.0,0.0,0.09342735647701908,0.0
0.232795,0.194919,0.0532944,0.0,0.0,0.0,0.09342735647701908,0.0
0.226567,0.2027,0.0532336,0.0,0.0,0.0,0.09342735647701908,0.0
0.257785,0.199429,0.0502337,0.0,0.0,0.0,0.09342735647701908,0.0
0.255393,0.20595,0.0482656,0.0,0.0,0.0,0.09342735647701908,0.0
0.255001,0.202712,0.0486522,0.0,0.0,0.0,0.09342735647701908,0.0
0.257903,0.202652,0.049849,0.0,0.0,0.0,0.09342735647701908,0.0
0.260864,0.206589,0.0502123,0.0,0.0,0.0,0.09342735647701908,0.0
0.25812,0.206603,0.0499339,0.0,0.0,0.0,0.09342735647701908,0.0
0.251623,0.194834,0.0516948,0.0,0.0,0.0,0.09342735647701908,0.0
0.254865,0.194529,0.053284,0.0,0.0,0.0,0.09342735647701908,0.0
0.254697,0.194916,0.051769,0.0,0.0,0.0,0.09342735647701908,0.0
0.257876,0.19874,0.0515785,0.0,0.0,0.0,0.09342735647701908,0.0
0.260847,0.195795,0.0519856,0.0,0.0,0.0,0.09342735647701908,0.0
0.257976,0.194652,0.0530444,0.0,0.0,0.0,0.09342735647701908,0.0
0.257797,0.19507,0.0518314,0.0,0.0,0.0,0.09342735647701908,0.0
0.261258,0.19843,0.0516985,0.0,0.0,0.0,0.09342735647701908,0.0
0.260836,0.206621,0.0516489,0.0,0.0,0.0,0.09342735647701908,0.0
0.260912,0.202713,0.0517039,0.0,0.0,0.0,0.09342735647701908,0.0
0.266556,0.195876,0.053477,0.0,0.0,0.0,0.09342735647701908,0.0
0.264133,0.198725,0.053099,0.0,0.0,0.0,0.09342735647701908,0.0
0.263994,0.198952,0.0518689,0.0,0.0,0.0,0.09342735647701908,0.0
0.267232,0.198419,0.0529844,0.0,0.0,0.0,0.09342735647701908,0.0
0.267149,0.202827,0.0518819,0.0,0.0,0.0,0.09342735647701908,0.0
0.26408,0.206524,0.0515451,0.0,0.0,0.0,0.09342735647701908,0.0
0.267207,0.206518,0.0532115,0.0,0.0,0.0,0.09342735647701908,0.0
0.264334,0.202304,0.0518344,0.0,0.0,0.0,0.09342735647701908,0.0
0.267161,0.206601,0.0517899,0.0,0.0,0.0,0.09342735647701908,0.0
0.267208,0.20264,0.0531686,0.0,0.0,0.0,0.09342735647701908,0.0
0.273486,0.202712,0.0529158,0.0,0.0,0.0,0.09342735647701908,0.0
0.270374,0.206484,0.0530815,0.0,0.0,0.0,0.09342735647701908,0.0
0.270264,0.20662,0.0518889,0.0,0.0,0.0,0.09342735647701908,0.0
0.270417,0.202215,0.0529189,0.0,0.0,0.0,0.09342735647701908,0.0
0.204644,0.218221,0.0503087,0.0,0.0,0.0,0.09342735647701908,0.0
0.2013,0.218256,0.0488342,0.0,0.0,0.0,0.09342735647701908,0.0
0.204726,0.222083,0.0502681,0.0,0.0,0.0,0.09342735647701908,0.0
0.207874,0.222044,0.0502389,0.0,0.0,0.0,0.09342735647701908,0.0
0.207896,0.214347,0.051902,0.0,0.0,0.0,0.09342735647701908,0.0
0.210506,0.210458,0.0520938,0.0,0.0,0.0,0.09342735647701908,0.0
0.207898,0.210456,0.0518833,0.0,0.0,0.0,0.09342735647701908,0.0
0.21014,0.214356,0.0527419,0.0,0.0,0.0,0.09342735647701908,0.0
0.20792,0.218215,0.0518917,0.0,0.0,0.0,0.09342735647701908,0.0
0.210711,0.222009,0.0518235,0.0,0.0,0.0,0.09342735647701908,0.0
0.210505,0.218228,0.0520915,0.0,0.0,0.0,0.09342735647701908,0.0
0.207891,0.222031,0.0517187,0.0,0.0,0.0,0.09342735647701908,0.0
0.214022,0.210437,0.0517896,0.0,0.0,0.0,0.09342735647701908,0.0
0.216856,0.210446,0.0535025,0.0,0.0,0.0,0.09342735647701908,0.0
0.214009,0.214356,0.052925,0.0,0.0,0.0,0.09342735647701908,0.0
0.214007,0.214318,0.0518773,0.0,0.0,0.0,0.09342735647701908,0.0
0.216619,0.213735,0.0537353,0.0,0.0,0.0,0.09342735647701908,0.0
0.220282,0.210432,0.053278,0.0,0.0,0.0,0.09342735647701908,0.0
0.223436,0.214316,0.0532347,0.0,0.0,0.0,0.09342735647701908,0.0
0.220286,0.214307,0.0532772,0.0,0.0,0.0,0.09342735647701908,0.0
0.214013,0.222078,0.051913,0.0,0.0,0.0,0.09342735647701908,0.0
0.213926,0.218235,0.0529081,0.0,0.0,0.0,0.09342735647701908,0.0
0.217149,0.222037,0.0529235,0.0,0.0,0.0,0.09342735647701908,0.0
0.214028,0.218182,0.0518767,0.0,0.0,0.0,0.09342735647701908,0.0
0.217146,0.222062,0.0517306,0.0,0.0,0.0,0.09342735647701908,0.0
0.216823,0.218591,0.0535752,0.0,0.0,0.0,0.09342735647701908,0.0
0.223431,0.218201,0.0532329,0.0,0.0,0.0,0.09342735647701908,0.0
0.219747,0.22263,0.0537832,0.0,0.0,0.0,0.09342735647701908,0.0
0.220283,0.21819,0.0533014,0.0,0.0,0.0,0.09342735647701908,0.0
0.258131,0.214271,0.0499222,0.0,0.0,0.0,0.09342735647701908,0.0
0.260825,0.210446,0.0498294,0.0,0.0,0.0,0.09342735647701908,0.0
0.258168,0.210434,0.0499182,0.0,0.0,0.0,0.09342735647701908,0.0
0.260825,0.214279,0.0498292,0.0,0.0,0.0,0.09342735647701908,0.0
0.255372,0.218851,0.0496475,0.0,0.0,0.0,0.09342735647701908,0.0
0.251708,0.218255,0.0485743,0.0,0.0,0.0,0.09342735647701908,0.0
0.254612,0.218116,0.0488829,0.0,0.0,0.0,0.09342735647701908,0.0
0.254801,0.222101,0.0499168,0.0,0.0,0.0,0.09342735647701908,0.0
0.257891,0.218241,0.0498726,0.0,0.0,0.0,0.09342735647701908,0.0
0.26054,0.218156,0.0500889,0.0,0.0,0.0,0.09342735647701908,0.0
0.257791,0.222037,0.049851,0.0,0.0,0.0,0.09342735647701908,0.0
0.260967,0.222086,0.0516229,0.0,0.0,0.0,0.09342735647701908,0.0
0.260929,0.218208,0.0516485,0.0,0.0,0.0,0.09342735647701908,0.0
0.267179,0.214306,0.0515854,0.0,0.0,0.0,0.09342735647701908,0.0
0.263985,0.21042,0.0515824,0.0,0.0,0.0,0.09342735647701908,0.0
0.267805,0.209803,0.050959,0.0,0.0,0.0,0.09342735647701908,0.0
0.263979,0.21432,0.0515987,0.0,0.0,0.0,0.09342735647701908,0.0
0.270404,0.214304,0.0518897,0.0,0.0,0.0,0.09342735647701908,0.0
