#      distance             U_x             U_y             U_z
    0.017468105      0.07424446   1.2590043e-16               0
    0.029606807      0.12479768   1.4453488e-16               0
    0.042184752      0.17647628   1.2260685e-16               0
    0.055217834      0.22927244    1.226017e-16               0
    0.068722522      0.28317728    1.200274e-16               0
    0.082715881      0.33817667   1.1806918e-16               0
    0.097215595      0.39424284   1.1835723e-16               0
     0.11223999      0.45135207   1.1769578e-16               0
     0.12780804      0.50947674   1.1791903e-16               0
     0.14393943      0.56856421    1.177217e-16               0
     0.16065453      0.62857747   1.1846586e-16               0
     0.17797448      0.68947543   1.2069896e-16               0
     0.19592116      0.75118875     1.23666e-16               0
     0.21451724      0.81364527   1.2597148e-16               0
     0.23378623      0.87676487   1.2682231e-16               0
     0.25375247      0.94045645   1.2621381e-16               0
      0.2744412       1.0046131   1.2959244e-16               0
     0.29587856       1.0690987   1.3529077e-16               0
     0.31809163       1.1337934   1.6112424e-16               0
     0.34110849       1.1985732   1.8648561e-16               0
     0.36495823       1.2633002   1.8628344e-16               0
     0.38967097       1.3278055   1.9512674e-16               0
     0.41527795       1.3918843    2.001701e-16               0
     0.44181153       1.4553249   1.9727932e-16               0
     0.46930524       1.5178439   1.7900729e-16               0
     0.49779381       1.5791786   1.5685986e-16               0
     0.52731325       1.6390944   1.5249751e-16               0
     0.55790087       1.6973338   1.4914856e-16               0
      0.5895953       1.7535645   1.3756765e-16               0
     0.62243661       1.8073697   1.2531057e-16               0
     0.65646629       1.8583064   1.1481083e-16               0
     0.69172735       1.9059659   1.0333277e-16               0
     0.72826434       1.9499083   9.1355623e-17               0
     0.76612343       1.9895756   7.8790212e-17               0
     0.80535246       2.0243616   6.5477181e-17               0
     0.84600101        2.053648   5.1677617e-17               0
     0.88812045       2.0768006   3.7404793e-17               0
     0.93176398       2.0930624   2.2763214e-17               0
     0.97698677       2.1016099   7.7340989e-18               0
